,eq,detaG
4284,C00002 + C00221 <=> C00008 + C00080 + C01172,-14.35843564
4285,C00002 + C00267 <=> C00008 + C00080 + C00668,-14.35843564
4286,C00002 + C00329 <=> C00008 + C00352 + C00080,-12.19013355
4287,C00002 + C02336 <=> C00008 + C00080 + C05345,-10.07937177
4288,C00668 <=> C01172,-1.359182195
4291,C00577 + C00001 + C00003 <=> C00080 + C00004 + C00258,-35.20604287
4292,C00555 + C00001 + C00006 <=> C00334 + C00080 + C00005,-23.41304248
4293,C00555 + C00001 + C00003 <=> C00334 + C00080 + C00004,-20.97241939
4294,C00001 + C00637 + C00003 <=> C00080 + C00954 + C00004,-14.53329242
4295,C00001 + C00003 + C05985 <=> C00080 + C00004 + C00804,-10.45183632
4296,C00001 + C00003 + C02670 <=> C00080 + C00004 + C00818,-214.0322276
4297,C00001 + C00003 + C01149 <=> C00080 + C00004 + C01181,-20.97275111
4298,C00001 + C00003 + C06002 <=> C00080 + C00004 + C02170,-4.228354992
4299,C00001 + C00003 + C05130 <=> C00080 + C00004 + C02835,-12.20521315
4300,C00001 + C00003 + C05445 <=> C00080 + C00004 + C04554,2.635030898
4301,C00001 + C00003 + C05634 <=> C00080 + C00004 + C05635,-30.35826049
4302,C00001 + C00003 + C05936 <=> C00080 + C00004 + C02946,-21.749305
4303,C00001 + C00003 + C06613 <=> C00080 + C00004 + C06614,-5.063692734
4304,C00001 + C00003 + C16348 <=> C00080 + C00004 + C06615,-5.52251291
4305,C00001 + C00003 + C06754 <=> C00080 + C00004 + C06755,-10.4519951
4306,C00001 + C00003 + C02576 <=> C00080 + C00004 + C11924,0.455411512
4307,C00001 + C00003 + C03461 <=> C00080 + C00004 + C16502,-2.669629601
4308,C00001 + C00002 + C00865 <=> C00080 + C00009 + C00865 + C00008,KeyError arised:'C00865'
4309,,
4310,,
4311,,
4312,C00019 + C00386 <=> C00080 + C00021 + C01262,7.07774767
4313,,
4314,,
4315,C00003 + C00160 <=> C00048 + C00080 + C00004,44.95530144
4316,,
4317,C00001 + C00089 <=> C00095 + C00031,-26.03504101
4318,C00001 + C00252 <=> C00031 + C00267,11.14302924
4319,C00001 + C00721 <=> C00031,KeyError arised:'C00721'
4320,,
4321,,
4322,,
4323,C00019 + C16236 + C17023 <=> C00073 + C16237 + C05198,KeyError arised:'C16236'
4324,C05752 + C00019 + C17023 <=> C00073 + C16239 + C05198,KeyError arised:'C05752'
4325,,
4326,C01326 + C00320 <=> C00080 + C11481 + C01755,-391.4263292
4327,C00305 <=> C00305,0
4328,C00110 + C00029 <=> C00080 + C00015 + C01246,44.19133854
4329,C00059 <=> C00059,0
4330,C00006 + C00314 <=> C00080 + C00005 + C00250,28.35155633
4331,C00461 + C00001 <=> C00140,KeyError arised:'C00461'
4332,C00114 <=> C00114,0
4333,C00001 + C00404 <=> C00080 + C00009,1921.688933
4334,C00002 + C00001 + C00070 <=> C00008 + C00080 + C00009 + C00070,-26.75961617
4335,C00131 + C00001 <=> C00206 + C00080 + C00009,-26.75975391
4336,C00001 + C00940 <=> C00026 + C01342,-12.82588451
4337,C00002 + C00001 + C05113 <=> C00008 + C00080 + C00009 + C05113,-26.75961617
4338,,
4339,C00043 <=> C00043,0
4340,,
4341,C02979 <=> C02979,0
4342,C00001 + C02979 <=> C00116 + C00009,-2.609494816
4343,C00080 + C12147 <=> C00080 + C12147,0
4344,C00001 + C12147 <=> C00188 + C00009,-12.20246594
4345,,
4346,,
4347,C00001 + C06193 <=> C00387 + C00009,-4.61142848
4348,C00080 + C06193 <=> C00080 + C06193,0
4349,C00080 + C00988 <=> C00080 + C00988,0
4350,C00001 + C00988 <=> C00009 + C00160,-28.79107663
4351,,
4352,,
4353,C00007 + C01678 <=> C00080 + C00519,-230.2773394
4354,C00001 + C00003 + C00519 <=> C00080 + C00004 + C00245,113.4078221
4355,,
4356,,
4357,C00001 + C03031 <=> C00009 + C00299,-16.43976686
4358,C00080 + C03031 <=> C00080 + C03031,0
4359,C00001 + C01368 <=> C00009 + C00299,-3.699407717
4360,C00080 + C01368 <=> C00080 + C01368,0
4361,,
4362,,
4363,,
4364,,
4365,C00080 + C00791 <=> C00080 + C00791,0
4366,C00008 + C00080 + C05945 <=> C00002 + C00062,-5.326858048
4367,C00080 + C05945 <=> C00080 + C05945,0
4368,C00001 + C06501 <=> C00082 + C00009,17.4299429
4369,C00080 + C00536 <=> C00080 + C00536,0
4370,C00001 + C03104 <=> C00475 + C00009,-17.3556831
4371,C00080 + C03104 <=> C00080 + C03104,0
4372,C00001 + C02355 <=> C00080 + C03031,-59.86159733
4373,C00080 + C02355 <=> C00080 + C02355,0
4374,C00001 + C00606 <=> C00080 + C00041 + C11481,-135.056857
4375,C00080 + C00606 <=> C00080 + C00606,0
4376,C00001 + C01367 <=> C00212 + C00009,-4.506819181
4377,C01367 <=> C01367,0
4378,C00001 + C01742 <=> C00095 + C00031,-9.071394531
4379,C00080 + C01742 <=> C00080 + C01742,0
4380,C00010 + C00080 + C06809 <=> C00024 + C00097,33.15807037
4381,C00080 + C06809 <=> C00080 + C06809,0
4382,C00125 + C00320 <=> C00126 + C02084,KeyError arised:'C00125'
4383,C02084 <=> C02084,0
4384,C00080 + C00005 + C01062 <=> C00006 + C00257,-7.558511815
4385,C00080 + C01062 <=> C00080 + C01062,0
4386,,
4387,,
4388,C00001 + C02354 <=> C00080 + C03104,-70.39051876
4389,C00080 + C02354 <=> C00080 + C02354,0
4390,,
4391,C00132 <=> C00132,0
4392,,
4393,C00002 + C00795 <=> C00008 + C00080 + C01097,4.297819247
4394,C01097 <=> C00085,-13.81517309
4395,C00795 <=> C00795,0
4396,C00002 + C00010 + C00164 <=> C00332 + C00020 + C00013,3.169071588
4397,C00001 + C02712 <=> C00033 + C00073,-2.868645702
4398,,
4399,C00080 + C20958 <=> C00080 + C20958,0
4400,C00001 + C01835 <=> C00031 + C00208,-19.23442012
4401,,
4402,,
4403,C00001 + C00536 <=> C00013 + C00009,-18.7677138
4404,,
4405,C03189 <=> C03189,0
4406,C00080 + C02532 <=> C00080 + C02532,0
4407,C00001 + C02532 <=> C00009 + C00740,-12.74436859
4408,C00080 + C20958 <=> C00080 + C20958,0
4409,C00001 + C20958 <=> C00025 + C00041,-11.85467489
4410,C01990 <=> C00048 + C00036,-43.0266136
4411,C00001 + C00506 <=> C01342 + C00080 + C00022 + C11481,-209.1691442
4412,,
4413,,
4414,,
4415,,
4416,,
4417,,
4418,,
4419,C00080 + C00506 <=> C00080 + C00506,0
4420,C00001 + C19636 <=> C00095 + C00031,-8.327133838
4421,C00080 + C05123 <=> C00080 + C05123,0
4422,C00080 + C01990 <=> C00080 + C01990,0
4423,,
4424,,
4425,,
4426,,
4427,C00080 + C02712 <=> C00080 + C02712,0
4428,C00080 + C06501 <=> C00080 + C06501,0
4429,,
4430,,
4431,,
4432,C01847 + C00007 + C05123 <=> C00061 + C00266 + C00080 + C00001 + C11481,-583.1554932
4433,,
4434,,
4435,C00001 + C03189 <=> C00116 + C00009,-13.23546211
4436,,
4437,,
4438,,
4439,,
4440,C00073 <=> C00073,0
4441,C00188 <=> C00188,0
4442,C01678 <=> ,-286.382623
4443,C06194 <=> C06194,0
4444,C00080 + C00631 <=> C00631 + C00080,0
4445,C00080 + C00197 <=> C00197 + C00080,0
4446,C00103 <=> C00103,0
4447,C00169 <=> C00169,0
4448,,
4449,,
4450,C00080 + C01005 <=> C01005 + C00080,0
4451,C00080 + C00144 <=> C00144 + C00080,0
4452,C01204 <=> C01204,0
4453,C00092 <=> C00092,0
4454,C00105 <=> C00105,0
4455,C00080 + C00074 <=> C00080 + C00074,0
4456,C00275 <=> C00275,0
4457,C00080 + C00346 <=> C00080 + C00346,0
4458,C00080 + C00345 <=> C00345 + C00080,0
4459,C00080 + C00636 <=> C00636 + C00080,0
4460,C00080 + C00013 <=> C00013 + C00080,0
4461,C00588 <=> C00588,0
4462,C00320 <=> C00320,0
4463,C00080 + C00020 <=> C00020 + C00080,0
4464,C02353 <=> C02353,0
4465,C00080 + C00946 <=> C00946 + C00080,0
4466,C00080 + C00055 <=> C00055 + C00080,0
4467,C00329 <=> C00329,0
4468,C08347 <=> C01801,-33.61861948
4469,C00080 + C00327 <=> C00080 + C00327,0
4470,C00184 <=> C00184,0
4471,,
4472,,
4473,,
4474,,
4475,C00624 <=> C00624,0
4476,C00624 <=> C00624,0
4477,C00080 + C00248 <=> C00080 + C00248,0
4478,C02989 <=> C02989,0
4479,,
4480,C00080 + C01678 <=> C00080 + C01678,0
4481,C00283 + C00007 <=> C00080 + C00059,-815.4564418
4482,C00080 + C00041 <=> C00080 + C00041,0
4483,C00080 + C00037 <=> C00080 + C00037,0
4484,C00283 + C01118 <=> C00155 + C00042,-72.30075152
4485,C01179 + C00007 <=> C00011 + C00544,-413.3334696
4486,C00007 + C00544 <=> C00080 + C01036,-452.3993939
4487,C01036 <=> C01061,-0.000104976
4488,C00001 + C01061 <=> C00122 + C00080 + C00164,-12.48676015
4489,C00532 + C00003 <=> C00080 + C00004 + C00312,36.79839628
4490,C00080 + C00005 + C00312 <=> C00006 + C00379,-20.67894884
4491,C00216 + C00080 + C00005 <=> C00006 + C01904,-10.82223662
4492,C00003 + C01904 <=> C00310 + C00080 + C00004,18.20136146
4493,C00164 <=> C00164,0
4494,C00132 <=> ,13.27405629
4495,C00946 + C00001 <=> C00212 + C00009,-17.29341986
4496,,
4497,C01990 <=> ,1100.218518
4498,C01742 <=> ,693.734058
4499,C01062 <=> ,730.5212616
4500,C00795 <=> ,434.9475674
4501,C19636 <=> ,694.4783187
4502,C00092 <=> ,1317.659218
4503,C01835 <=> ,941.0131675
4504,C00103 <=> ,1311.277041
4505,,
4506,C00329 <=> ,198.0734711
4507,C00184 <=> ,212.4560478
4508,,
4509,,
4510,,
4511,,
4512,,
4513,C20958 <=> ,280.1947178
4514,,
4515,,
4516,,
4517,,
4518,,
4519,C00327 <=> ,0.556647834
4520,,
4521,C00588 <=> ,460.5102372
4522,C03189 <=> ,1058.384772
4523,C00631 <=> ,1344.908952
4524,C00144 <=> ,788.7304318
4525,C01005 <=> ,1126.800556
4526,C02532 <=> ,1119.85701
4527,C00013 <=> ,1940.456647
4528,C00536 <=> ,2820.766036
4529,C00074 <=> ,1190.806585
4530,C05945 <=> ,596.2951678
4531,C00169 <=> ,1153.335487
4532,C00346 <=> ,759.4781826
4533,,
4534,,
4535,C02979 <=> ,1069.010739
4536,C06193 <=> ,796.6516543
4537,C00988 <=> ,1277.853526
4538,C00345 <=> ,1564.064418
4539,C00275 <=> ,1316.983194
4540,C06194 <=> ,555.2136634
4541,C06501 <=> ,841.1500793
4542,C12147 <=> ,1051.047974
4543,C00197 <=> ,1349.022591
4544,C00946 <=> ,544.9445769
4545,C01367 <=> ,557.7311776
4546,C02353 <=> ,316.2673851
4547,C00636 <=> ,1312.39198
4548,C00020 <=> ,549.8205868
4549,C02712 <=> ,-8.106998726
4550,C02989 <=> ,-44.70559351
4551,C00606 <=> ,277.1339944
4552,C06809 <=> ,147.1442154
4553,C00506 <=> ,387.6905286
4554,C05123 <=> ,247.4435634
4555,C00164 <=> ,287.6626706
4556,C00624 <=> ,433.2335759
4557,C00105 <=> ,1097.709319
4558,C00055 <=> ,844.762892
4559,,
4560,,
4561,C03104 <=> ,839.8753784
4562,C03031 <=> ,1093.014399
4563,C01368 <=> ,1105.754758
4564,C02354 <=> ,611.2034555
4565,C02355 <=> ,874.8713977
4567,C00345 + C00001 <=> C00009 + C00257,-9.893061484
4568,C00080 + C07086 <=> C00642,-162.7604677
4569,C00033 + C00080 + C00530 <=> C00001 + C00642,-24.91867398
4570,C00003 + C02630 <=> C00026 + C00080 + C00004,28.19343352
4571,C00010 + C00080 + C02630 <=> C00048 + C00001 + C00100,43.62234605
4572,C00026 + C00099 <=> C00025 + C00222,-3.282077901
4573,C00010 + C00003 + C00222 <=> C00024 + C00011 + C00004,-21.15261115
4574,C00010 + C00006 + C00222 <=> C00024 + C00011 + C00005,-23.59323424
4575,C00080 + C00222 <=> C00084 + C00011,-5.385086084
4581,C00003 + C06032 <=> C00109 + C00011 + C00004,-9.542566959
4582,C00048 + C00001 + C00100 <=> C00010 + C00080 + C06032,-30.38526239
4583,C00001 + C02050 <=> C00010 + C00080 + C01595,-30.75816786
4584,C00002 + C00010 + C01595 <=> C00020 + C00013 + C02050,-4.080204403
4585,C00001 + C01613 <=> C00124 + C00492,-5.607226421
4586,C00089 + C01613 <=> C00492,935.0995176
4587,C00080 + C00076 <=> C00080 + C00076,0
4588,C00698 <=> C00698,0
4589,C00080 + C00070 <=> C00080 + C00070,0
4590,C00080 + C19610 <=> C00080 + C19610,0
4591,C00080 + C00038 <=> C00080 + C00038,0
4592,C00080 + C00305 <=> C00080 + C00305,0
4593,C00698 <=> ,0.612078768
4594,C00070 <=> ,0
4595,C19610 <=> ,3.107394435
4596,C00038 <=> ,3.107394435
4597,C00305 <=> ,455.5115795
4598,,
4599,,
4600,C00076 <=> ,2.448315071
4601,C01179 + C00080 <=> C01179 + C00080,0
4602,C00033 <=> C00033,0
4603,C00301 <=> C00301,0
4604,C00448 <=> C00448,0
4605,C00080 + C00253 <=> C00080 + C00253,0
4606,C00080 + C00346 <=> C00080 + C00346,0
4607,C00009 <=> C00009,0
4608,C00002 + C00001 + C00100 <=> C00008 + C00080 + C00009 + C00100,-26.75961617
4609,C00015 <=> C00015,0
4610,C00015 <=> C00015,0
4611,C00105 <=> C00105,0
4612,C00343 <=> C00343,0
4613,C00712 <=> C00712,0
4614,C00810 + C00080 <=> C00080 + C00810,0
4615,C00064 <=> C00064,0
4616,C00105 <=> C00105,0
4617,C00019 <=> C00019,0
4618,C00051 <=> C00051,0
4619,C00002 + C00008 <=> C00008 + C00002,0
4620,C00275 <=> C00275,0
4621,C00979 <=> C00979,0
4622,C00283 <=> C00283,0
4623,C00080 + C01419 <=> C00080 + C01419,0
4624,C00002 + C00008 <=> C00008 + C00002,0
4625,C00320 <=> C00320,0
4626,C11481 <=> C11481,0
4627,C00029 <=> C00029,0
4628,C00043 <=> C00043,0
4629,,
4630,C00469 + C01944 <=> C00010 + C12292,-24.76171349
4631,,
4632,,
4633,,
4634,,
4635,C12292 <=> C12292,0
4636,,
4637,,
4638,,
4639,,
4640,C12292 <=> C12292,0
4641,,
4642,,
4643,,
4644,,
4645,C12292 <=> ,-523.8851797
4646,,
4647,,
4648,,
4649,C00024 + C00469 <=> C00010 + C00849,-20.85777385
4650,C00849 <=> C00849,0
4651,C00109 + C00080 <=> C00011 + C00479,-5.57256013
4652,C00080 + C00004 + C00479 <=> C00003 + C05979,-27.97615903
4653,C00080 + C00004 + C00479 <=> C00003 + C05979,-27.97615903
4654,C00080 + C00005 + C00479 <=> C00006 + C05979,-25.53553594
4655,C05979 <=> C05979,0
4656,C00479 <=> C00479,0
4657,C05979 <=> C05979,0
4658,C00479 <=> ,-110.9439132
4659,C05979 <=> ,-148.6077734
4660,,
4661,,
4662,,
4663,,
4664,,
4665,,
4666,,
4667,,
4668,,
4669,,
4670,,
4671,,
4672,,
4673,C06044 <=> C06044,0
4674,,
4675,C06044 <=> C06044,0
4676,,
4677,C06044 <=> ,-204.3197813
4678,C00001 + C00003 + C00479 <=> C00080 + C00004 + C00163,-49.52159379
4679,C00002 + C00010 + C00163 <=> C00020 + C00013 + C00100,6.270893927
4680,,
4681,C00100 <=> C00100,0
4682,C00136 <=> C00136,0
4683,,
4684,C01944 <=> C01944,0
4685,C05274 <=> C05274,0
4686,C00163 <=> C00163,0
4687,,
4688,,
4689,,
4690,,
4691,,
4692,,
4693,,
4694,,
4695,,
4697,,
4698,,
4699,,
4700,C00283 <=> C00283,0
4701,C00001 + C00097 <=> C01342 + C00022 + C00283,-2.939366033
4702,C00026 + C00097 <=> C00025 + C00957,-14.94756503
4703,C00342 + C00957 <=> C00283 + C00022 + C00343,-12.44563668
4704,C15521 <=> C15521,KeyError arised:'C15521'
4705,C05122 <=> C05122,0
4706,C00026 + C00007 + C15521 <=> C06735 + C00011 + C00042 + C11481,KeyError arised:'C15521'
4707,C00001 + C01861 <=> C00059 + C00320,-160.6914774
4708,C00283 <=> ,-51.44416314
4709,C15521 <=> ,KeyError arised:'C15521'
4710,C05122 <=> ,-540.7189104
4711,,
4712,,
4713,,
4714,,
4715,,
4716,,
4717,C00033 + C00080 + C00556 <=> C00001 + C15513,29.20726925
4718,,
4719,C02223 + C00001 + C00003 <=> C00080 + C00004 + C18319,-11.46212196
4720,,
4721,,
4722,C00002 + C00001 <=> C00080 + C00404,-365.3271744
4723,C00001 + C00404 <=> C00080 + C00009,1921.688933
4724,C00001 + C00404 <=> C00080 + C00009,1921.688933
4725,C00001 + C00404 <=> C00080 + C00009,1921.688933
4726,,
4727,,
4728,,
4729,,
4730,,
4731,,
4732,,
4733,,
4734,,
4735,,
4736,,
4737,,
4738,C15513 <=> C15513,0
4739,C15513 <=> ,-245.4983155
4740,,
4741,,
4742,,
4743,,
4744,C00080 + C00404 <=> C00080 + C00404,0
4745,C00080 + C00404 <=> C00080 + C00404,0
4746,C00080 + C00404 <=> C00080 + C00404,0
4747,C00002 + C00475 <=> C00008 + C00055 + C00080,-14.29144668
4748,C00002 + C00577 <=> C00008 + C00661 + C00080,-22.4661167
4749,C00212 + C00009 <=> C00147 + C00620,7.9333774
4750,C00267 <=> C00221,-1.359182195
4751,C00024 + C02265 <=> C00010 + C05620,-20.04867751
4752,C01137 + C01672 <=> C00170 + C00080 + C16565,-17.62896905
4753,C04752 + C00080 + C20247 <=> C00011 + C00013 + C01081,-42.63187475
4754,C21214 + C01847 <=> C00009 + C21215,KeyError arised:'C21214'
4755,C00022 + C02630 <=> C00256 + C00026,3.718794887
4756,C00475 + C00001 <=> C00380 + C00121,21.62387097
4757,C00002 + C00309 <=> C00008 + C00199 + C00080,-16.91960858
4758,C00330 + C00009 <=> C00242 + C00672,12.17725787
4759,C00001 + C00857 <=> C00020 + C00080 + C01185,-33.6559902
4760,C00003 + C01157 <=> C04281 + C00080 + C00004,0.092134562
4761,C00026 + C03227 <=> C00001 + C00025 + C02470,-66.83351546
4762,C00001 + C06000 <=> C00010 + C00080 + C06001,-12.09254698
4763,C00003 + C20657 <=> C00080 + C00004 + C01769 ,3.580901031
4764,C00080 + C00001 + C02376 <=> C01342 + C00178,-37.34366264
4765,C05241 <=> C00048 + C00086,-44.6480882
4766,C00044 <=> C00942 + C00013,6.806428729
4767,C00026 + C00328 <=> C00025 + C01252,-3.292433657
4768,C00448 + C00001 <=> C00013 + C01126,-12.79700947
4769,C00001 + C06197 <=> C00008 + C00020 + C00080,-37.19967894
4770,C00002 + C00112 <=> C00008 + C00063,-0.015085256
4771,C00002 + C00206 <=> C00008 + C00131,0.000137738
4772,C00002 + C00705 <=> C00008 + C00458,0.029307693
4773,C00002 + C00361 <=> C00008 + C00286,0.046279891
4774,C00002 + C00363 <=> C00008 + C00459,-0.887126029
4775,C00002 + C00035 <=> C00008 + C00044,0.035961678
4776,C00002 + C00104  <=> C00008 + C00081,-0.002053537
4777,C00002 + C01344 <=> C00008 + C01345,-0.002039681
4778,C00002 + C01346 <=> C00008 + C00460,-0.843868072
