,#,timestamp,dataset,subset,run,subsubset,random,method,model,metric:accuracy,metric:accuracyTopK5,metric:balanced_accuracy,metric:precision_macro,metric:recall_macro,metric:f1_macro,metric:clstime,error,metric:runtime,metric:candidates,metric:movelets,metric:avgFeatures,metric:maxSize,metric:nTrajectories,metric:maxTrajSize,metric:minTrajSize,metric:avgTrajSize,file,metric:maxFeatures,metric:minFeatures,metric:scored,metric:trajectoriesCompared,metric:trajectoriesPruned,metric:cls_time,name,key
206,206,2024-06-14 12:39:14.000000,FoursquareNYC,specific,3,specific,1,R,RF,0.9285714285714286,1.0,0.9214285714285716,0.9338217338217336,0.96,0.9214285714285716,429.97,False,6412535.0,10523340.0,552.0,8.0,108.0,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run3/R/model_mrf_summary.csv,,,1052347.0,,,,R-RF,FoursquareNYC-specific-3
207,207,2024-06-14 12:39:14.000000,FoursquareNYC,specific,3,specific,1,R,SVM,1.0,1.0,1.0,1.0,1.0,1.0,15.204,False,6412535.0,10523340.0,552.0,8.0,108.0,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run3/R/model_msvc_summary.csv,,,1052347.0,,,,R-SVM,FoursquareNYC-specific-3
208,208,2024-06-14 12:37:37.000000,FoursquareNYC,specific,3,specific,1,RL,NN,1.0,1.0,1.0,1.0,1.0,1.0,20268.035,False,68849.0,2121090.0,828.0,8.0,6.0,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run3/RL/model_mmlp_summary.csv,,,212120.0,,,,RL-NN,FoursquareNYC-specific-3
209,209,2024-06-14 12:37:37.000000,FoursquareNYC,specific,3,specific,1,RL,RF,1.0,1.0,1.0,1.0,1.0,1.0,452.401,False,68849.0,2121090.0,828.0,8.0,6.0,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run3/RL/model_mrf_summary.csv,,,212120.0,,,,RL-RF,FoursquareNYC-specific-3
210,210,2024-06-14 12:37:37.000000,FoursquareNYC,specific,3,specific,1,RL,SVM,1.0,1.0,1.0,1.0,1.0,1.0,21.048,False,68849.0,2121090.0,828.0,8.0,6.0,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run3/RL/model_msvc_summary.csv,,,212120.0,,,,RL-SVM,FoursquareNYC-specific-3
211,211,2024-06-14 18:46:10.000000,FoursquareNYC,specific,3,specific,1,SM,NN,0.9285714285714286,1.0,0.9,0.8977777777777778,0.935,0.9,20716.028,True,0.0,9693060.0,446.0,,,48.0,108.0,10.0,32.041666666666664,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run3/SM/model_mmlp_summary.csv,8.0,8.0,,,,,SM-NN,FoursquareNYC-specific-3
212,212,2024-06-14 18:46:10.000000,FoursquareNYC,specific,3,specific,1,SM,RF,0.8571428571428571,1.0,0.8,0.7336898395721925,0.8920634920634921,0.8,423.879,True,0.0,9693060.0,446.0,,,48.0,108.0,10.0,32.041666666666664,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run3/SM/model_mrf_summary.csv,8.0,8.0,,,,,SM-RF,FoursquareNYC-specific-3
213,213,2024-06-14 18:46:10.000000,FoursquareNYC,specific,3,specific,1,SM,SVM,0.8928571428571429,1.0,0.85,0.8254545454545454,0.9142857142857144,0.85,10.226,True,0.0,9693060.0,446.0,,,48.0,108.0,10.0,32.041666666666664,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run3/SM/model_msvc_summary.csv,8.0,8.0,,,,,SM-SVM,FoursquareNYC-specific-3
214,214,2024-06-14 18:07:44.000000,FoursquareNYC,specific,3,specific,1,SMD,NN,1.0,1.0,1.0,1.0,1.0,1.0,20028.372,False,2280305.0,1697632.0,524.0,,,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run3/SMD/model_mmlp_summary.csv,4.0,2.0,,,,,SMD-NN,FoursquareNYC-specific-3
215,215,2024-06-14 18:07:44.000000,FoursquareNYC,specific,3,specific,1,SMD,RF,1.0,1.0,1.0,1.0,1.0,1.0,415.998,False,2280305.0,1697632.0,524.0,,,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run3/SMD/model_mrf_summary.csv,4.0,2.0,,,,,SMD-RF,FoursquareNYC-specific-3
216,216,2024-06-14 18:07:44.000000,FoursquareNYC,specific,3,specific,1,SMD,SVM,1.0,1.0,1.0,1.0,1.0,1.0,10.25,False,2280305.0,1697632.0,524.0,,,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run3/SMD/model_msvc_summary.csv,4.0,2.0,,,,,SMD-SVM,FoursquareNYC-specific-3
217,217,2024-06-14 16:56:07.000000,FoursquareNYC,specific,3,specific,1,SML,NN,0.9642857142857144,1.0,0.95,0.958095238095238,0.975,0.95,19918.479000000003,False,4270161.0,1688610.0,595.0,,,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run3/SML/model_mmlp_summary.csv,8.0,8.0,,,,,SML-NN,FoursquareNYC-specific-3
218,218,2024-06-14 16:56:07.000000,FoursquareNYC,specific,3,specific,1,SML,RF,1.0,1.0,1.0,1.0,1.0,1.0,430.307,False,4270161.0,1688610.0,595.0,,,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run3/SML/model_mrf_summary.csv,8.0,8.0,,,,,SML-RF,FoursquareNYC-specific-3
219,219,2024-06-14 16:56:07.000000,FoursquareNYC,specific,3,specific,1,SML,SVM,0.9642857142857144,1.0,0.95,0.958095238095238,0.975,0.95,11.046,False,4270161.0,1688610.0,595.0,,,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run3/SML/model_msvc_summary.csv,8.0,8.0,,,,,SML-SVM,FoursquareNYC-specific-3
220,220,2024-06-14 16:16:53.000000,FoursquareNYC,specific,3,specific,1,SMLD,NN,1.0,1.0,1.0,1.0,1.0,1.0,20097.107,False,2328840.0,328678.0,597.0,,,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run3/SMLD/model_mmlp_summary.csv,4.0,2.0,,,,,SMLD-NN,FoursquareNYC-specific-3
221,221,2024-06-14 16:16:53.000000,FoursquareNYC,specific,3,specific,1,SMLD,RF,1.0,1.0,1.0,1.0,1.0,1.0,411.8049999999999,False,2328840.0,328678.0,597.0,,,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run3/SMLD/model_mrf_summary.csv,4.0,2.0,,,,,SMLD-RF,FoursquareNYC-specific-3
222,222,2024-06-14 16:16:53.000000,FoursquareNYC,specific,3,specific,1,SMLD,SVM,1.0,1.0,1.0,1.0,1.0,1.0,10.799,False,2328840.0,328678.0,597.0,,,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run3/SMLD/model_msvc_summary.csv,4.0,2.0,,,,,SMLD-SVM,FoursquareNYC-specific-3
223,223,2024-06-14 23:25:55.299261,FoursquareNYC,specific,3,specific,1,TRF,RF,0.8928571428571429,1.0,0.85,0.8447058823529412,0.94,0.85,256.367,False,256.76300000000003,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run3/TRF/model_trf_summary.csv,,,,,,,TRF-RF,FoursquareNYC-specific-3
224,224,2024-06-14 23:25:58.895823,FoursquareNYC,specific,3,specific,1,TXGB,-,0.2857142857142857,0.0,0.2,0.0888888888888888,0.8571428571428571,0.2,152.614,False,152.93499999999997,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run3/TXGB/model_txgb_summary.csv,,,,,,,TXGB--,FoursquareNYC-specific-3
225,225,2024-06-14 23:26:48.322154,FoursquareNYC,specific,3,poi,1,Tulvae,-,1.0,1.0,1.0,1.0,1.0,1.0,34561.081,False,34561.534,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run3/Tulvae_poi/model_tulvae_summary.csv,,,,,,,Tulvae--,FoursquareNYC-specific-3
226,226,2024-06-14 23:27:26.414467,FoursquareNYC,specific,3,space,1,Tulvae,-,1.0,1.0,1.0,1.0,1.0,1.0,36571.335,False,36571.768,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run3/Tulvae_space/model_tulvae_summary.csv,,,,,,,Tulvae--,FoursquareNYC-specific-3
227,227,2024-06-14 12:36:32.000000,FoursquareNYC,specific,3,specific,1,U,NN,0.8571428571428571,1.0,0.8,0.7550877192982457,0.9204545454545456,0.8,20657.56,False,6022.0,37539.0,1693.0,3.875,20.0,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run3/U/model_mmlp_summary.csv,,,,,,,U-NN,FoursquareNYC-specific-3
228,228,2024-06-14 12:36:32.000000,FoursquareNYC,specific,3,specific,1,U,RF,0.8928571428571429,1.0,0.85,0.848421052631579,0.9454545454545455,0.85,464.168,False,6022.0,37539.0,1693.0,3.875,20.0,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run3/U/model_mrf_summary.csv,,,,,,,U-RF,FoursquareNYC-specific-3
229,229,2024-06-14 12:36:32.000000,FoursquareNYC,specific,3,specific,1,U,SVM,0.9285714285714286,1.0,0.9,0.908235294117647,0.9527777777777778,0.9,33.506,False,6022.0,37539.0,1693.0,3.875,20.0,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run3/U/model_msvc_summary.csv,,,,,,,U-SVM,FoursquareNYC-specific-3
230,230,2024-06-14 12:37:05.000000,FoursquareNYC,specific,3,specific,1,UT50,NN,0.8571428571428571,1.0,0.8,0.7550877192982457,0.9204545454545456,0.8,20630.371,False,5924.0,36809.0,1579.0,3.857142857142857,20.0,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run3/UT50/model_mmlp_summary.csv,,,,,,,UT50-NN,FoursquareNYC-specific-3
231,231,2024-06-14 12:37:05.000000,FoursquareNYC,specific,3,specific,1,UT50,RF,0.9285714285714286,1.0,0.9,0.9111111111111112,0.96,0.9,445.244,False,5924.0,36809.0,1579.0,3.857142857142857,20.0,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run3/UT50/model_mrf_summary.csv,,,,,,,UT50-RF,FoursquareNYC-specific-3
232,232,2024-06-14 12:37:05.000000,FoursquareNYC,specific,3,specific,1,UT50,SVM,0.9285714285714286,1.0,0.9,0.908235294117647,0.9527777777777778,0.9,30.38,False,5924.0,36809.0,1579.0,3.857142857142857,20.0,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run3/UT50/model_msvc_summary.csv,,,,,,,UT50-SVM,FoursquareNYC-specific-3
233,233,2024-06-15 14:48:01.545115,FoursquareNYC,specific,3,poi_1,1,WNPOI,-,0.9285714285714286,1.0,0.9,0.9083333333333332,0.9555555555555556,0.9,,False,6536.695,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run3/WNPOI_poi_1/poi_1/model_wnpoi_summary.csv,,,,,,3146.663,WNPOI--,FoursquareNYC-specific-3
234,234,2024-06-15 14:47:59.887826,FoursquareNYC,specific,3,specific,1,Xiao,NN,0.8571428571428571,1.0,0.8414285714285714,0.8422035480859009,0.8592063492063492,0.8414285714285714,21079.286,False,1078.0,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run3/Xiao/model_mmlp_summary.csv,,,,,,,Xiao-NN,FoursquareNYC-specific-3
235,235,2024-06-15 14:47:59.882411,FoursquareNYC,specific,3,specific,1,Xiao,RF,0.6428571428571429,1.0,0.5842857142857143,0.6318648018648018,0.888888888888889,0.5842857142857143,478.268,False,1078.0,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run3/Xiao/model_mrf_summary.csv,,,,,,,Xiao-RF,FoursquareNYC-specific-3
236,236,2024-06-15 14:47:59.893326,FoursquareNYC,specific,3,specific,1,Xiao,SVM,0.6428571428571429,1.0,0.5728571428571428,0.525,0.6911111111111111,0.5728571428571428,7.856999999999999,False,1078.0,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run3/Xiao/model_msvc_summary.csv,,,,,,,Xiao-SVM,FoursquareNYC-specific-3
237,237,2024-06-15 14:48:01.847366,FoursquareNYC,specific,3,specific,1,Zheng,NN,0.6785714285714286,1.0,0.5700000000000001,0.5246946242611877,0.7944444444444445,0.5700000000000001,20458.309,False,785.0,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run3/Zheng/model_mmlp_summary.csv,,,,,,,Zheng-NN,FoursquareNYC-specific-3
238,238,2024-06-15 14:48:01.842066,FoursquareNYC,specific,3,specific,1,Zheng,RF,0.8214285714285714,1.0,0.8128571428571428,0.8184210526315789,0.8654545454545455,0.8128571428571428,437.394,False,785.0,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run3/Zheng/model_mrf_summary.csv,,,,,,,Zheng-RF,FoursquareNYC-specific-3
239,239,2024-06-15 14:48:01.852631,FoursquareNYC,specific,3,specific,1,Zheng,SVM,0.6428571428571429,1.0,0.52,0.4356037151702786,0.7801587301587302,0.52,6.159999999999999,False,785.0,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run3/Zheng/model_msvc_summary.csv,,,,,,,Zheng-SVM,FoursquareNYC-specific-3
240,240,2024-06-14 23:28:06.513803,FoursquareNYC,specific,4,space,1,Bituler,-,0.9642857142857144,1.0,0.9714285714285716,0.9623931623931624,0.96,0.9714285714285716,28301.2,False,28301.625,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run4/Bituler_space/model_bituler_summary.csv,,,,,,,Bituler--,FoursquareNYC-specific-4
241,241,2024-06-14 23:29:34.030449,FoursquareNYC,specific,4,poi,1,Bituler,-,1.0,1.0,1.0,1.0,1.0,1.0,263880.107,False,263880.512,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run4/Bituler_poi/model_bituler_summary.csv,,,,,,,Bituler--,FoursquareNYC-specific-4
242,242,2024-06-14 23:26:02.308699,FoursquareNYC,specific,4,specific,1,DeepeST,-,0.9642857142857144,1.0,0.95,0.958095238095238,0.975,0.95,42480.856,False,42481.286,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run4/DeepeST/model_deepest_summary.csv,,,,,,,DeepeST--,FoursquareNYC-specific-4
243,243,2024-06-15 14:47:58.947615,FoursquareNYC,specific,4,specific,1,Dodge,NN,0.7142857142857143,1.0,0.6814285714285715,0.6154545454545455,0.7714285714285714,0.6814285714285715,21310.369,False,927.0,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run4/Dodge/model_mmlp_summary.csv,,,,,,,Dodge-NN,FoursquareNYC-specific-4
244,244,2024-06-15 14:47:58.941967,FoursquareNYC,specific,4,specific,1,Dodge,RF,0.5357142857142857,1.0,0.4671428571428571,0.4570114942528736,0.8761904761904763,0.4671428571428571,470.923,False,927.0,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run4/Dodge/model_mrf_summary.csv,,,,,,,Dodge-RF,FoursquareNYC-specific-4
245,245,2024-06-15 14:47:58.952930,FoursquareNYC,specific,4,specific,1,Dodge,SVM,0.5714285714285714,1.0,0.4664285714285714,0.3937967914438502,0.7478632478632479,0.4664285714285714,7.241,False,927.0,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run4/Dodge/model_msvc_summary.csv,,,,,,,Dodge-SVM,FoursquareNYC-specific-4
246,246,2024-06-14 11:24:29.000000,FoursquareNYC,specific,4,specific,1,H,NN,0.9285714285714286,1.0,0.9,0.9111111111111112,0.96,0.9,20851.918,False,1437704.0,10395330.0,632.0,8.0,108.0,53.0,108.0,10.0,30.9811320754717,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run4/H/model_mmlp_summary.csv,,,568847.0,53.0,3.0,,H-NN,FoursquareNYC-specific-4
247,247,2024-06-14 11:24:29.000000,FoursquareNYC,specific,4,specific,1,H,RF,0.8571428571428571,1.0,0.8,0.8065162907268171,0.9204545454545456,0.8,429.345,False,1437704.0,10395330.0,632.0,8.0,108.0,53.0,108.0,10.0,30.9811320754717,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run4/H/model_mrf_summary.csv,,,568847.0,53.0,3.0,,H-RF,FoursquareNYC-specific-4
248,248,2024-06-14 11:24:29.000000,FoursquareNYC,specific,4,specific,1,H,SVM,0.9285714285714286,1.0,0.9,0.9111111111111112,0.96,0.9,15.319,False,1437704.0,10395330.0,632.0,8.0,108.0,53.0,108.0,10.0,30.9811320754717,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run4/H/model_msvc_summary.csv,,,568847.0,53.0,3.0,,H-SVM,FoursquareNYC-specific-4
249,249,2024-06-14 11:48:59.000000,FoursquareNYC,specific,4,specific,1,HL,NN,0.9642857142857144,1.0,0.95,0.9596638655462184,0.977777777777778,0.95,640250.746,False,15363.0,1721250.0,659.0,8.0,6.0,51.0,93.0,10.0,27.49019607843137,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run4/HL/model_mmlp_summary.csv,,,37895.0,51.0,5.0,,HL-NN,FoursquareNYC-specific-4
250,250,2024-06-14 11:48:59.000000,FoursquareNYC,specific,4,specific,1,HL,RF,0.8571428571428571,1.0,0.8,0.8042063492063491,0.9155555555555556,0.8,417.775,False,15363.0,1721250.0,659.0,8.0,6.0,51.0,93.0,10.0,27.49019607843137,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run4/HL/model_mrf_summary.csv,,,37895.0,51.0,5.0,,HL-RF,FoursquareNYC-specific-4
251,251,2024-06-14 11:48:59.000000,FoursquareNYC,specific,4,specific,1,HL,SVM,1.0,1.0,1.0,1.0,1.0,1.0,15.347,False,15363.0,1721250.0,659.0,8.0,6.0,51.0,93.0,10.0,27.49019607843137,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run4/HL/model_msvc_summary.csv,,,37895.0,51.0,5.0,,HL-SVM,FoursquareNYC-specific-4
252,252,2024-06-14 12:11:03.000000,FoursquareNYC,specific,4,specific,1,Hp,NN,0.6071428571428571,1.0,0.6,0.6,0.6,0.6,21091.724,False,1363461.0,33418.0,775.0,8.0,93.0,39.0,93.0,10.0,20.743589743589745,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run4/Hp/model_mmlp_summary.csv,,,29167.0,39.0,17.0,,Hp-NN,FoursquareNYC-specific-4
253,253,2024-06-14 12:11:03.000000,FoursquareNYC,specific,4,specific,1,Hp,RF,0.5357142857142857,1.0,0.5,0.4666666666666666,0.5,0.5,455.4059999999999,False,1363461.0,33418.0,775.0,8.0,93.0,39.0,93.0,10.0,20.743589743589745,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run4/Hp/model_mrf_summary.csv,,,29167.0,39.0,17.0,,Hp-RF,FoursquareNYC-specific-4
254,254,2024-06-14 12:11:03.000000,FoursquareNYC,specific,4,specific,1,Hp,SVM,0.6071428571428571,1.0,0.6,0.6,0.6,0.6,18.648999999999997,False,1363461.0,33418.0,775.0,8.0,93.0,39.0,93.0,10.0,20.743589743589745,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run4/Hp/model_msvc_summary.csv,,,29167.0,39.0,17.0,,Hp-SVM,FoursquareNYC-specific-4
255,255,2024-06-14 12:00:00.000000,FoursquareNYC,specific,4,specific,1,HpL,NN,1.0,1.0,1.0,1.0,1.0,1.0,639893.7570000001,False,14441.0,31644.0,765.0,8.0,6.0,39.0,93.0,10.0,20.435897435897434,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run4/HpL/model_mmlp_summary.csv,,,27485.0,39.0,17.0,,HpL-NN,FoursquareNYC-specific-4
256,256,2024-06-14 12:00:00.000000,FoursquareNYC,specific,4,specific,1,HpL,RF,0.9642857142857144,1.0,0.95,0.9596638655462184,0.977777777777778,0.95,435.117,False,14441.0,31644.0,765.0,8.0,6.0,39.0,93.0,10.0,20.435897435897434,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run4/HpL/model_mrf_summary.csv,,,27485.0,39.0,17.0,,HpL-RF,FoursquareNYC-specific-4
257,257,2024-06-14 12:00:00.000000,FoursquareNYC,specific,4,specific,1,HpL,SVM,1.0,1.0,1.0,1.0,1.0,1.0,18.764,False,14441.0,31644.0,765.0,8.0,6.0,39.0,93.0,10.0,20.435897435897434,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run4/HpL/model_msvc_summary.csv,,,27485.0,39.0,17.0,,HpL-SVM,FoursquareNYC-specific-4
258,258,2024-06-14 12:34:14.000000,FoursquareNYC,specific,4,specific,1,HpLT66,NN,1.0,1.0,1.0,1.0,1.0,1.0,20099.085,False,109373.0,78632.0,773.0,8.0,6.0,39.0,93.0,10.0,20.435897435897434,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run4/HpLT66/model_mmlp_summary.csv,,,71786.0,39.0,17.0,,HpLT66-NN,FoursquareNYC-specific-4
259,259,2024-06-14 12:34:14.000000,FoursquareNYC,specific,4,specific,1,HpLT66,RF,1.0,1.0,1.0,1.0,1.0,1.0,434.517,False,109373.0,78632.0,773.0,8.0,6.0,39.0,93.0,10.0,20.435897435897434,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run4/HpLT66/model_mrf_summary.csv,,,71786.0,39.0,17.0,,HpLT66-RF,FoursquareNYC-specific-4
260,260,2024-06-14 12:34:14.000000,FoursquareNYC,specific,4,specific,1,HpLT66,SVM,1.0,1.0,1.0,1.0,1.0,1.0,18.205,False,109373.0,78632.0,773.0,8.0,6.0,39.0,93.0,10.0,20.435897435897434,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run4/HpLT66/model_msvc_summary.csv,,,71786.0,39.0,17.0,,HpLT66-SVM,FoursquareNYC-specific-4
261,261,2024-06-15 14:47:59.531462,FoursquareNYC,specific,4,specific,1,M,NN,0.75,1.0,0.7278571428571429,0.7254761904761905,0.7266666666666666,0.7278571428571429,20002.159,False,2406.0,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run4/M/model_mmlp_summary.csv,,,,,,,M-NN,FoursquareNYC-specific-4
262,262,2024-06-15 14:47:59.510717,FoursquareNYC,specific,4,specific,1,M,RF,0.7142857142857143,1.0,0.7092857142857143,0.7428571428571428,0.8176923076923076,0.7092857142857143,479.374,False,2406.0,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run4/M/model_mrf_summary.csv,,,,,,,M-RF,FoursquareNYC-specific-4
263,263,2024-06-15 14:47:59.551670,FoursquareNYC,specific,4,specific,1,M,SVM,0.75,1.0,0.7378571428571429,0.7433139409609998,0.7622222222222222,0.7378571428571429,9.641,False,2406.0,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run4/M/model_msvc_summary.csv,,,,,,,M-SVM,FoursquareNYC-specific-4
264,264,2024-06-15 14:47:58.641081,FoursquareNYC,specific,4,specific,1,MARC,-,0.9642857142857144,1.0,0.95,0.958095238095238,0.975,0.95,62890.762,False,62891.191,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run4/MARC/model_marc_summary.csv,,,,,,,MARC--,FoursquareNYC-specific-4
265,265,2024-06-15 14:47:59.434034,FoursquareNYC,specific,4,add_gru,1,MARC,-,0.7857142857142857,1.0,0.7528571428571429,0.7538461538461538,0.8600000000000001,0.7528571428571429,30597.984,False,30598.427,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run4/MARC_add_gru/model_marc_summary.csv,,,,,,,MARC--,FoursquareNYC-specific-4
266,266,2024-06-15 14:47:59.474410,FoursquareNYC,specific,4,150_average_gru,1,MARC,-,0.7142857142857143,1.0,0.6528571428571428,0.6247619047619049,0.8183333333333334,0.6528571428571428,41395.261,False,41395.663,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run4/MARC_150_average_gru/model_marc_summary.csv,,,,,,,MARC--,FoursquareNYC-specific-4
267,267,2024-06-15 14:47:59.241677,FoursquareNYC,specific,4,specific,1,MM,NN,1.0,1.0,1.0,1.0,1.0,1.0,20538.786,False,3397261.0,10091625.0,514.0,8.0,108.0,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run4/MM/model_mmlp_summary.csv,,,,,,,MM-NN,FoursquareNYC-specific-4
268,268,2024-06-15 14:47:59.223635,FoursquareNYC,specific,4,specific,1,MM,RF,1.0,1.0,1.0,1.0,1.0,1.0,433.42,False,3397261.0,10091625.0,514.0,8.0,108.0,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run4/MM/model_mrf_summary.csv,,,,,,,MM-RF,FoursquareNYC-specific-4
269,269,2024-06-15 14:47:59.259637,FoursquareNYC,specific,4,specific,1,MM,SVM,1.0,1.0,1.0,1.0,1.0,1.0,13.26,False,3397261.0,10091625.0,514.0,8.0,108.0,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run4/MM/model_msvc_summary.csv,,,,,,,MM-SVM,FoursquareNYC-specific-4
270,270,2024-06-15 14:47:57.722271,FoursquareNYC,specific,4,specific,1,MML,NN,1.0,1.0,1.0,1.0,1.0,1.0,21066.676,False,52063.0,1689375.0,596.0,8.0,6.0,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run4/MML/model_mmlp_summary.csv,,,,,,,MML-NN,FoursquareNYC-specific-4
271,271,2024-06-15 14:47:57.704693,FoursquareNYC,specific,4,specific,1,MML,RF,1.0,1.0,1.0,1.0,1.0,1.0,445.757,False,52063.0,1689375.0,596.0,8.0,6.0,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run4/MML/model_mrf_summary.csv,,,,,,,MML-RF,FoursquareNYC-specific-4
272,272,2024-06-15 14:47:57.739691,FoursquareNYC,specific,4,specific,1,MML,SVM,1.0,1.0,1.0,1.0,1.0,1.0,15.123,False,52063.0,1689375.0,596.0,8.0,6.0,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run4/MML/model_msvc_summary.csv,,,,,,,MML-SVM,FoursquareNYC-specific-4
273,273,2024-06-15 14:47:57.776124,FoursquareNYC,specific,4,specific,1,MMp,NN,0.9642857142857144,1.0,0.95,0.9596638655462184,0.977777777777778,0.95,21381.485999999997,False,9982.0,140250.0,175.0,,,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run4/MMp/model_mmlp_summary.csv,,,,,,,MMp-NN,FoursquareNYC-specific-4
274,274,2024-06-15 14:47:57.757933,FoursquareNYC,specific,4,specific,1,MMp,RF,0.9642857142857144,1.0,0.95,0.9596638655462184,0.977777777777778,0.95,429.693,False,9982.0,140250.0,175.0,,,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run4/MMp/model_mrf_summary.csv,,,,,,,MMp-RF,FoursquareNYC-specific-4
