,feature_name
LINC01176,LINC01176
CNR2,CNR2
TENT5C,TENT5C
PGM2L1,PGM2L1
ELOVL4,ELOVL4
SEPTIN11,SEPTIN11
ZNF611,ZNF611
NPC2,NPC2
SYT1,SYT1
CLDN4,CLDN4
ULBP1,ULBP1
NUP214,NUP214
RGS10,RGS10
BTLA,BTLA
ARC,ARC
ADARB1,ADARB1
AK2,AK2
SLC7A5,SLC7A5
ENPP1,ENPP1
LAIR2,LAIR2
ITGB1,ITGB1
KRT86,KRT86
RPS6KA2,RPS6KA2
SAA2,SAA2
AP5B1,AP5B1
SLFN14,SLFN14
LILRA2,LILRA2
RETREG1,RETREG1
CD300A,CD300A
CALCRL,CALCRL
TRAV20,TRAV20
VPS9D1,VPS9D1
VAT1,VAT1
SLC7A8,SLC7A8
OLMALINC,OLMALINC
GDF10,GDF10
SAP30,SAP30
DGKK,DGKK
ASPM,ASPM
COCH,COCH
SH3BGRL2,SH3BGRL2
MYL9,MYL9
SIRT5,SIRT5
OSM,OSM
SWAP70,SWAP70
DENND1A,DENND1A
IL1RAP,IL1RAP
LMNB1,LMNB1
DGKH,DGKH
CDT1,CDT1
CPNE5,CPNE5
RPL13,RPL13
NLRP3,NLRP3
CTDP1,CTDP1
CAPN12,CAPN12
ITGB1-DT,ITGB1-DT
PIGU,PIGU
IGHV6-1,IGHV6-1
ITGB3,ITGB3
MMP23B,MMP23B
CCDC7,CCDC7
MRPS24,MRPS24
PRSS2,PRSS2
TMEM88,TMEM88
CD36,CD36
IFT74,IFT74
MYH15,MYH15
CENPF,CENPF
EPHX1,EPHX1
IFIT3,IFIT3
PODN,PODN
P2RX1,P2RX1
SOX8,SOX8
PTPRK,PTPRK
LINC02099,LINC02099
BRDT,BRDT
TRBV5-1,TRBV5-1
ELL,ELL
FXYD2,FXYD2
RNASE1,RNASE1
IGLV3-25,IGLV3-25
KIAA0087,KIAA0087
SPTA1,SPTA1
IRF8,IRF8
CSF1,CSF1
FCGR3A,FCGR3A
KIF1B,KIF1B
GPRC5A,GPRC5A
PTMA,PTMA
CLEC11A,CLEC11A
STEAP4,STEAP4
IL17RD,IL17RD
TSLP,TSLP
ZSCAN31,ZSCAN31
ELOVL6,ELOVL6
PERP,PERP
TCAF2,TCAF2
SH3BP2,SH3BP2
NCAM1,NCAM1
PILRB,PILRB
ALPL,ALPL
JDP2,JDP2
VGF,VGF
BEX2,BEX2
MLC1,MLC1
EML4,EML4
UNC5CL,UNC5CL
RCC1,RCC1
EFCAB10,EFCAB10
ZBTB21,ZBTB21
DLGAP5,DLGAP5
A2M,A2M
HTR3A,HTR3A
LGR6,LGR6
SYCP3,SYCP3
CHD9,CHD9
LCN2,LCN2
STK40,STK40
SLA2,SLA2
SNN,SNN
SMPDL3A,SMPDL3A
CENPA,CENPA
NEK8,NEK8
PLCG1,PLCG1
APOBEC3F,APOBEC3F
AHI1,AHI1
TNFRSF4,TNFRSF4
LINC00958,LINC00958
NECAB1,NECAB1
SPN,SPN
ODF3B,ODF3B
KDM6B,KDM6B
SPATS2L,SPATS2L
IGF1R,IGF1R
NEFL,NEFL
ATP6V1A,ATP6V1A
SREK1,SREK1
TRBV3-1,TRBV3-1
SHROOM4,SHROOM4
TMEM35B,TMEM35B
LDHAL6A,LDHAL6A
FCRL4,FCRL4
CTTN,CTTN
IQGAP1,IQGAP1
SLC2A5,SLC2A5
ZBED4,ZBED4
XPO7,XPO7
ABCA1,ABCA1
CCNB2,CCNB2
IFNB1,IFNB1
LINC00937,LINC00937
NAP1L2,NAP1L2
ZC3H12A,ZC3H12A
PTH2,PTH2
ERICH3,ERICH3
PPP1R15B,PPP1R15B
RPS12,RPS12
UTS2B,UTS2B
NUAK1,NUAK1
FHIT,FHIT
EPHA4,EPHA4
METRNL,METRNL
SPPL3,SPPL3
PKIG,PKIG
NPDC1,NPDC1
TMEM156,TMEM156
GPRC5C,GPRC5C
MAPRE2,MAPRE2
C1QTNF4,C1QTNF4
PMM1,PMM1
TRBV6-1,TRBV6-1
SEC14L2,SEC14L2
ZRANB1,ZRANB1
KRT81,KRT81
SAMD4B,SAMD4B
EDARADD,EDARADD
FAM177B,FAM177B
CHFR,CHFR
MDM2,MDM2
ARHGEF26,ARHGEF26
PELI2,PELI2
ZNF445,ZNF445
LINC01270,LINC01270
FAM110A,FAM110A
PID1,PID1
IGHV3-49,IGHV3-49
RCAN3,RCAN3
ELP1,ELP1
RBFOX3,RBFOX3
NPRL2,NPRL2
LINC02076,LINC02076
LMO4,LMO4
AGO3,AGO3
PRKCZ,PRKCZ
CRYM,CRYM
PPP1R12C,PPP1R12C
ERCC5,ERCC5
IGLV2-14,IGLV2-14
CKM,CKM
IGHV3-64D,IGHV3-64D
TBL1X,TBL1X
GPR137C,GPR137C
PRRT4,PRRT4
LINC02086,LINC02086
EDN3,EDN3
EIF1AY,EIF1AY
HSPD1,HSPD1
MGST1,MGST1
MAU2,MAU2
DIRAS3,DIRAS3
ROR1,ROR1
KLHDC10,KLHDC10
PKN2,PKN2
ATP1B2,ATP1B2
TPM4,TPM4
SLF1,SLF1
CXCL2,CXCL2
PCNX1,PCNX1
TRGV10,TRGV10
PBX1,PBX1
CAMK2B,CAMK2B
DUSP5,DUSP5
S1PR3,S1PR3
IL1RN,IL1RN
TYK2,TYK2
NTRK2,NTRK2
SCX,SCX
RUNDC3A,RUNDC3A
CD163,CD163
M1AP,M1AP
ABCC2,ABCC2
SDCBP,SDCBP
FAM210B,FAM210B
CAPN5,CAPN5
SYCE1,SYCE1
SEMA6B,SEMA6B
NRP2,NRP2
PLTP,PLTP
MUC12,MUC12
PRRT2,PRRT2
CCDC112,CCDC112
TRBV23-1,TRBV23-1
PART1,PART1
ZNF783,ZNF783
HELLS,HELLS
TRBV9,TRBV9
USP36,USP36
INPP4B,INPP4B
GRAMD2B,GRAMD2B
TNFRSF25,TNFRSF25
GBE1,GBE1
STX1A,STX1A
DNAAF2,DNAAF2
KRT5,KRT5
IGHV5-51,IGHV5-51
PRKG1,PRKG1
LINC02218,LINC02218
CAMKK2,CAMKK2
LITAF,LITAF
CHN1,CHN1
POGLUT2,POGLUT2
LPO,LPO
DNAJC5B,DNAJC5B
ZBTB10,ZBTB10
PROK2,PROK2
DOT1L,DOT1L
PILRA,PILRA
SEMA4D,SEMA4D
MIR3142HG,MIR3142HG
CCNL1,CCNL1
GRN,GRN
ZC3H18,ZC3H18
IGFBP4,IGFBP4
RAD50,RAD50
CSTB,CSTB
BICRAL,BICRAL
PREX2,PREX2
PRCD,PRCD
PHLDB2,PHLDB2
MAP2K3,MAP2K3
SIN3A,SIN3A
DGKI,DGKI
LINC02362,LINC02362
CXCL8,CXCL8
CLEC16A,CLEC16A
LINC01550,LINC01550
GSTP1,GSTP1
TTPAL,TTPAL
PPFIA1,PPFIA1
BCL2L1,BCL2L1
ADAM12,ADAM12
MSRB3,MSRB3
PLCL1,PLCL1
KCTD10,KCTD10
LINC01635,LINC01635
PRC1,PRC1
ARHGAP8,ARHGAP8
ACOD1,ACOD1
ZNF667,ZNF667
DIP2C,DIP2C
KCNRG,KCNRG
TRAV27,TRAV27
GPX3,GPX3
TRDC,TRDC
YTHDF3,YTHDF3
LY6E,LY6E
GATA3-AS1,GATA3-AS1
QRSL1,QRSL1
TRBV25-1,TRBV25-1
CEP128,CEP128
LINC00926,LINC00926
BLK,BLK
DNHD1,DNHD1
DOCK8,DOCK8
IL32,IL32
DYSF,DYSF
ABHD17A,ABHD17A
DNAJB6,DNAJB6
HSD11B1,HSD11B1
CACNG8,CACNG8
ZNF490,ZNF490
RRAD,RRAD
MAK,MAK
ZDHHC14,ZDHHC14
CEP83,CEP83
ATP6V0C,ATP6V0C
LEFTY1,LEFTY1
ZNF763,ZNF763
PFKFB3,PFKFB3
PAXBP1,PAXBP1
PCLO,PCLO
NEIL1,NEIL1
E2F5,E2F5
PPP1R15A,PPP1R15A
GRAP2,GRAP2
MT-ND6,MT-ND6
TRAV40,TRAV40
TSPAN32,TSPAN32
USP32,USP32
VLDLR,VLDLR
ITGAD,ITGAD
ANKRD50,ANKRD50
MAN1A1,MAN1A1
TSHZ2,TSHZ2
ZNF674-AS1,ZNF674-AS1
CTSZ,CTSZ
HSPA8,HSPA8
NTM,NTM
CD84,CD84
RRBP1,RRBP1
TSPYL2,TSPYL2
ZNF101,ZNF101
CCAR2,CCAR2
SYCE1L,SYCE1L
NME9,NME9
SIDT1,SIDT1
PPIL4,PPIL4
CFP,CFP
MFSD10,MFSD10
BICDL2,BICDL2
LTBP4,LTBP4
MIR155HG,MIR155HG
LYPD3,LYPD3
CECR2,CECR2
C1QC,C1QC
DTYMK,DTYMK
TMEM144,TMEM144
ACVR2B,ACVR2B
TRAV17,TRAV17
NDUFA4L2,NDUFA4L2
TBXA2R,TBXA2R
USP19,USP19
FCHSD1,FCHSD1
NOM1,NOM1
PTGS1,PTGS1
LY9,LY9
ATF5,ATF5
CNIH3,CNIH3
CHID1,CHID1
BIN2,BIN2
SLC2A6,SLC2A6
CALD1,CALD1
ZBED5,ZBED5
TMEM71,TMEM71
SERPINB9P1,SERPINB9P1
SLC26A6,SLC26A6
SAR1B,SAR1B
MEFV,MEFV
CPA5,CPA5
FAM174B,FAM174B
LSMEM1,LSMEM1
MYT1L,MYT1L
MND1,MND1
MT-ND4L,MT-ND4L
NET1,NET1
LSP1,LSP1
FLT3LG,FLT3LG
CNTN2,CNTN2
LCAT,LCAT
PLEKHG2,PLEKHG2
MCM5,MCM5
NEAT1,NEAT1
LUCAT1,LUCAT1
GMIP,GMIP
CFAP70,CFAP70
ANKDD1A,ANKDD1A
DDIT4L,DDIT4L
VCAN,VCAN
MCM7,MCM7
MS4A6A,MS4A6A
PLAUR,PLAUR
FLT1,FLT1
MAP3K9,MAP3K9
ZKSCAN1,ZKSCAN1
CD27,CD27
STX17,STX17
IGHV2-26,IGHV2-26
ITM2C,ITM2C
STXBP5,STXBP5
DIPK1B,DIPK1B
DCST1,DCST1
FOXC1,FOXC1
KIF20B,KIF20B
LAMP3,LAMP3
NFE2,NFE2
ABI3BP,ABI3BP
GREB1L,GREB1L
ADPRHL1,ADPRHL1
CNFN,CNFN
ASGR1,ASGR1
FAM193A,FAM193A
TAF4B,TAF4B
CPEB4,CPEB4
JSRP1,JSRP1
CXCL14,CXCL14
UHRF1,UHRF1
SPTB,SPTB
CENPL,CENPL
IP6K1,IP6K1
TNFRSF12A,TNFRSF12A
IGHV3-73,IGHV3-73
MRC1,MRC1
ERRFI1,ERRFI1
SMG9,SMG9
ADAMTS6,ADAMTS6
BRMS1,BRMS1
CSF2,CSF2
CCNH,CCNH
ARAP1,ARAP1
ADGRG1,ADGRG1
ADAMTS1,ADAMTS1
LINC01560,LINC01560
CD207,CD207
RBPMS2,RBPMS2
KCNQ3,KCNQ3
SETD1B,SETD1B
CKAP2L,CKAP2L
CYB5D2,CYB5D2
TPRG1-AS1,TPRG1-AS1
NEXN,NEXN
FBXL13,FBXL13
FLT4,FLT4
MACROD2,MACROD2
TRBV2,TRBV2
APTR,APTR
PCYT1B,PCYT1B
MT-CO1,MT-CO1
DDX42,DDX42
WASIR2,WASIR2
TRIM24,TRIM24
ACRBP,ACRBP
EPB41L3,EPB41L3
ICE1,ICE1
ANKHD1-EIF4EBP3,ANKHD1-EIF4EBP3
LINC00324,LINC00324
ANKH,ANKH
GRB14,GRB14
DHTKD1,DHTKD1
DLK1,DLK1
GPR183,GPR183
CFAP45,CFAP45
ADGRG3,ADGRG3
AGPAT4,AGPAT4
MAP2K1,MAP2K1
TF,TF
CHAF1B,CHAF1B
GSC,GSC
GPR171,GPR171
EFNA1,EFNA1
NAP1L5,NAP1L5
TMX4,TMX4
VPS37B,VPS37B
PDK4,PDK4
ZNF90,ZNF90
MPEG1,MPEG1
LINC02029,LINC02029
PECAM1,PECAM1
FAM178B,FAM178B
LAMA5,LAMA5
EMCN,EMCN
ZNF281,ZNF281
SMIM22,SMIM22
IGLC3,IGLC3
APOBEC3A,APOBEC3A
LRRN3,LRRN3
GATA3,GATA3
SYBU,SYBU
SH3YL1,SH3YL1
NPR3,NPR3
PLAC9,PLAC9
CCDC137,CCDC137
AGFG1,AGFG1
PGAP1,PGAP1
GUCY1B1,GUCY1B1
LEF1,LEF1
IMPA1,IMPA1
ANK1,ANK1
PTGFRN,PTGFRN
HMOX1,HMOX1
LINC01480,LINC01480
MBD1,MBD1
QPCT,QPCT
ACSL6,ACSL6
SARDH,SARDH
HPX,HPX
E2F3,E2F3
RNF25,RNF25
COL1A1,COL1A1
FSD1,FSD1
SAMHD1,SAMHD1
BACH1,BACH1
GPR132,GPR132
PLA2G12A,PLA2G12A
CD3E,CD3E
LINC01229,LINC01229
PCDHGA5,PCDHGA5
IL1A,IL1A
POU5F1B,POU5F1B
CITED2,CITED2
CPA3,CPA3
ATP11C,ATP11C
TLR2,TLR2
BCL2,BCL2
SNHG25,SNHG25
TCF4,TCF4
MSC,MSC
DNAJC3-DT,DNAJC3-DT
TSC22D3,TSC22D3
BCL11B,BCL11B
CAMK2G,CAMK2G
UROD,UROD
ZC3H6,ZC3H6
TRBV18,TRBV18
CARNS1,CARNS1
GPR27,GPR27
PRSS23,PRSS23
NCR3,NCR3
ACVR1C,ACVR1C
PRX,PRX
KIAA1671,KIAA1671
SLC35D3,SLC35D3
TNS2,TNS2
TRAF1,TRAF1
NPTXR,NPTXR
VSIG8,VSIG8
LINGO2,LINGO2
STAT5B,STAT5B
NTRK1,NTRK1
CYBB,CYBB
MAMDC2,MAMDC2
DGKZ,DGKZ
ARL15,ARL15
SLC23A1,SLC23A1
LPCAT1,LPCAT1
HAL,HAL
RGS9,RGS9
GAS6,GAS6
FAM219A,FAM219A
LINC02325,LINC02325
GFOD1,GFOD1
KLRC2,KLRC2
DPEP2,DPEP2
GIMAP7,GIMAP7
FHOD1,FHOD1
PRRG4,PRRG4
IGHV1-24,IGHV1-24
VSIG4,VSIG4
AGL,AGL
MSI2,MSI2
SKAP2,SKAP2
MTURN,MTURN
CFAP161,CFAP161
ACSS3,ACSS3
IGHV3-43,IGHV3-43
FAM182B,FAM182B
QRICH2,QRICH2
PGRMC1,PGRMC1
GCLM,GCLM
RIOK3,RIOK3
MIR503HG,MIR503HG
SCAP,SCAP
SSTR2,SSTR2
CDKL2,CDKL2
KPNA1,KPNA1
CCNA1,CCNA1
PLA2G2D,PLA2G2D
ALOX5AP,ALOX5AP
IL18R1,IL18R1
LINC01291,LINC01291
CCL5,CCL5
SMIM3,SMIM3
HBG2,HBG2
NFRKB,NFRKB
EGR4,EGR4
PSTPIP1,PSTPIP1
HPGD,HPGD
SLC51A,SLC51A
TSPOAP1,TSPOAP1
ANKDD1B,ANKDD1B
NEU1,NEU1
SYTL2,SYTL2
DCDC2B,DCDC2B
DAPP1,DAPP1
NDRG4,NDRG4
OBSCN,OBSCN
SLC1A7,SLC1A7
EXD3,EXD3
GNS,GNS
ENOX2,ENOX2
FGD3,FGD3
PELI1,PELI1
RPL27A,RPL27A
RHEBL1,RHEBL1
NCOA5,NCOA5
ORC6,ORC6
ADCY9,ADCY9
GZMM,GZMM
ZNF793,ZNF793
ACSL1,ACSL1
GALNT4,GALNT4
RASSF8,RASSF8
IRF7,IRF7
ZEB2,ZEB2
GNAQ,GNAQ
SLC25A30-AS1,SLC25A30-AS1
NLRX1,NLRX1
NEDD4L,NEDD4L
DUSP6,DUSP6
FBP1,FBP1
SKAP1,SKAP1
LY96,LY96
ZMAT4,ZMAT4
SPATA6L,SPATA6L
UBE2J1,UBE2J1
FGF14-AS2,FGF14-AS2
IGKV1-39,IGKV1-39
CXCR6,CXCR6
SYNE4,SYNE4
TRGV3,TRGV3
ABCB4,ABCB4
VIM,VIM
HTRA3,HTRA3
GNB5,GNB5
RPL17,RPL17
P2RY11,P2RY11
GIMAP4,GIMAP4
CTSL,CTSL
DOCK4,DOCK4
CCDC85A,CCDC85A
SOX7,SOX7
TSPAN9,TSPAN9
ALOX12,ALOX12
LINC00426,LINC00426
C5AR1,C5AR1
MXD3,MXD3
RPL10,RPL10
MEF2C,MEF2C
CCDC146,CCDC146
DMXL2,DMXL2
GLB1L2,GLB1L2
PRAM1,PRAM1
QRICH1,QRICH1
NCOA4,NCOA4
LAP3,LAP3
ZNF267,ZNF267
LEMD1-DT,LEMD1-DT
SLC6A6,SLC6A6
GZMA,GZMA
LDB2,LDB2
TRAV2,TRAV2
TRAV26-2,TRAV26-2
IQCG,IQCG
POU2F2,POU2F2
FNBP1L,FNBP1L
CALY,CALY
HOXA5,HOXA5
HSPA5,HSPA5
TMEM272,TMEM272
AIRE,AIRE
PATL2,PATL2
GDPD3,GDPD3
MAX,MAX
PSD,PSD
MED15,MED15
NADSYN1,NADSYN1
LAMB3,LAMB3
TMEM203,TMEM203
TRAV8-6,TRAV8-6
DLC1,DLC1
DIAPH2,DIAPH2
ADCY3,ADCY3
BOD1L1,BOD1L1
DBT,DBT
ST6GALNAC6,ST6GALNAC6
FADS3,FADS3
STARD9,STARD9
CPT1A,CPT1A
DGKE,DGKE
TGS1,TGS1
STARD3,STARD3
FSIP1,FSIP1
RASGRF2,RASGRF2
RAG1,RAG1
GBP1,GBP1
DPH6,DPH6
TRIB2,TRIB2
NEO1,NEO1
MOK,MOK
USP53,USP53
CAPN15,CAPN15
PPM1F,PPM1F
TDRD15,TDRD15
NXPH4,NXPH4
DNAJC5,DNAJC5
FOXO6,FOXO6
NPPA,NPPA
SORBS1,SORBS1
DNAJA4,DNAJA4
TAL2,TAL2
NFATC1,NFATC1
FCER1G,FCER1G
CKS1B,CKS1B
KCNMA1,KCNMA1
WDFY2,WDFY2
GIMAP6,GIMAP6
MPZL3,MPZL3
CALR,CALR
TMEM184B,TMEM184B
SMAD9,SMAD9
MYO7B,MYO7B
TWIST2,TWIST2
KBTBD7,KBTBD7
FAS,FAS
RAB43,RAB43
PLAC8,PLAC8
CASC15,CASC15
PRRG2,PRRG2
HOPX,HOPX
ANKRD22,ANKRD22
PHACTR4,PHACTR4
GLA,GLA
TRAV4,TRAV4
LURAP1L,LURAP1L
ANKRD20A1,ANKRD20A1
TPH1,TPH1
CATIP,CATIP
LINC00671,LINC00671
KCTD12,KCTD12
IRAK4,IRAK4
SPTSSB,SPTSSB
MPP1,MPP1
TLN1,TLN1
LMBRD1,LMBRD1
MGST3,MGST3
EPB42,EPB42
CDKN1A,CDKN1A
ASCC1,ASCC1
EPHB6,EPHB6
DGAT2,DGAT2
CPM,CPM
GPRASP1,GPRASP1
RNF125,RNF125
CCR9,CCR9
LEPROTL1,LEPROTL1
HSPA2,HSPA2
CCR3,CCR3
LARGE1,LARGE1
RHOB,RHOB
ARRDC3,ARRDC3
AREL1,AREL1
HSD17B2,HSD17B2
LDLR,LDLR
CLDND2,CLDND2
DYM,DYM
FAM124A,FAM124A
IPO8,IPO8
SNX14,SNX14
P2RX5-TAX1BP3,P2RX5-TAX1BP3
GNG10,GNG10
TEX22,TEX22
CD247,CD247
CD3D,CD3D
WHRN,WHRN
LIMK2,LIMK2
KCNJ2,KCNJ2
APOC1,APOC1
ZNF571,ZNF571
CXXC5,CXXC5
ZNF804A,ZNF804A
PBLD,PBLD
PLK2,PLK2
ZDHHC13,ZDHHC13
SLC11A1,SLC11A1
DGKG,DGKG
APLP1,APLP1
GPR65,GPR65
IRAK2,IRAK2
ZNF385D,ZNF385D
ST8SIA6,ST8SIA6
LINC02709,LINC02709
FN1,FN1
PRSS35,PRSS35
ITGAM,ITGAM
TNFRSF18,TNFRSF18
CKAP2,CKAP2
RIF1,RIF1
TRGV8,TRGV8
MIA,MIA
BCL2L15,BCL2L15
COL6A3,COL6A3
CMSS1,CMSS1
LINC01013,LINC01013
LTBR,LTBR
ARFGEF2,ARFGEF2
SYNE2,SYNE2
LUC7L,LUC7L
EGR1,EGR1
CATSPERB,CATSPERB
LIPC,LIPC
TIMMDC1,TIMMDC1
A4GALT,A4GALT
DHX38,DHX38
IFNGR1,IFNGR1
CCDC125,CCDC125
ACSL4,ACSL4
SEPTIN5,SEPTIN5
SPI1,SPI1
IGLV8-61,IGLV8-61
IGLV1-47,IGLV1-47
PPARA,PPARA
S100B,S100B
KDM6A,KDM6A
DHDH,DHDH
ZG16B,ZG16B
GAREM1,GAREM1
MAP3K3,MAP3K3
FAM167B,FAM167B
NFIX,NFIX
PLA2G4B,PLA2G4B
SNX10,SNX10
DTX1,DTX1
ATP8B4,ATP8B4
IGHV4-31,IGHV4-31
NKIRAS1,NKIRAS1
JUN,JUN
GSTM3,GSTM3
FCRL1,FCRL1
NGLY1,NGLY1
HLA-DPB1,HLA-DPB1
LINC00243,LINC00243
RYR2,RYR2
SDS,SDS
RIMKLB,RIMKLB
IGLV3-9,IGLV3-9
DLG5,DLG5
ANKRD39,ANKRD39
HPGDS,HPGDS
HCST,HCST
ZBTB32,ZBTB32
FFAR1,FFAR1
MOXD1,MOXD1
HRK,HRK
TXNIP,TXNIP
TBC1D14,TBC1D14
MYRIP,MYRIP
PDE5A,PDE5A
RBM38,RBM38
TRAV8-2,TRAV8-2
GH1,GH1
TMEM200A,TMEM200A
DOP1B,DOP1B
FAM161A,FAM161A
P2RY14,P2RY14
GNG3,GNG3
HES6,HES6
ARL6IP1,ARL6IP1
LCOR,LCOR
FYB1,FYB1
TRAV22,TRAV22
MYH9,MYH9
GABRB2,GABRB2
TTLL5,TTLL5
SOX4,SOX4
TMSB4X,TMSB4X
RDH10,RDH10
MACF1,MACF1
EBI3,EBI3
EMILIN2,EMILIN2
MROH1,MROH1
APBB1,APBB1
CDH13,CDH13
FAM20A,FAM20A
LSR,LSR
SLC26A2,SLC26A2
INSL3,INSL3
ZNF827,ZNF827
MAOA,MAOA
RTN3,RTN3
NRGN,NRGN
GABARAP,GABARAP
AGBL5,AGBL5
CD44,CD44
GNG2,GNG2
MIR9-3HG,MIR9-3HG
LDLRAD4,LDLRAD4
TAL1,TAL1
HAP1,HAP1
MPO,MPO
PNPLA2,PNPLA2
SLCO3A1,SLCO3A1
IGHM,IGHM
CFB,CFB
CXCL12,CXCL12
RAI2,RAI2
SCN9A,SCN9A
IGHV4-28,IGHV4-28
FAM89A,FAM89A
TUBB1,TUBB1
INKA1,INKA1
APBB3,APBB3
MYLIP,MYLIP
MON1A,MON1A
ME3,ME3
GPC3,GPC3
CD72,CD72
CCNG2,CCNG2
LRP2BP,LRP2BP
PHGDH,PHGDH
ADGRV1,ADGRV1
CLEC1B,CLEC1B
PYGL,PYGL
FMNL2,FMNL2
GIPC2,GIPC2
FGFR1,FGFR1
ZNF774,ZNF774
SCML4,SCML4
NRBF2,NRBF2
FAM120A,FAM120A
FZD3,FZD3
LINC02328,LINC02328
DAB2,DAB2
TGFBR1,TGFBR1
HSPA1A,HSPA1A
PTGIS,PTGIS
E4F1,E4F1
PAGR1,PAGR1
BCL2A1,BCL2A1
SIRPB1,SIRPB1
PYHIN1,PYHIN1
SCGB3A1,SCGB3A1
VIPR2,VIPR2
CPD,CPD
PTPRE,PTPRE
GLIPR1L2,GLIPR1L2
TNFRSF10C,TNFRSF10C
NOS1AP,NOS1AP
GEMIN7,GEMIN7
APOBEC3D,APOBEC3D
ARRB2,ARRB2
HK1,HK1
TRA2B,TRA2B
MCM6,MCM6
AKR1C1,AKR1C1
METTL7A,METTL7A
TRAPPC5,TRAPPC5
GSAP,GSAP
SORL1,SORL1
BICDL1,BICDL1
JMJD6,JMJD6
HLA-DPA1,HLA-DPA1
TFRC,TFRC
FST,FST
LINGO4,LINGO4
KAZN,KAZN
ASF1B,ASF1B
STX11,STX11
SCD5,SCD5
FOXO1,FOXO1
TGFBI,TGFBI
DZIP3,DZIP3
MAP1B,MAP1B
ZNF831,ZNF831
HYOU1,HYOU1
JADE3,JADE3
PRSS57,PRSS57
PPFIBP1,PPFIBP1
IFI30,IFI30
HLA-DQB1,HLA-DQB1
DNAL4,DNAL4
ARHGAP33,ARHGAP33
MINDY1,MINDY1
ITGB7,ITGB7
NAIP,NAIP
DMKN,DMKN
PDXP,PDXP
ARID5B,ARID5B
RAB3IP,RAB3IP
CYFIP2,CYFIP2
ADTRP,ADTRP
RPL21,RPL21
TYMP,TYMP
RGPD1,RGPD1
CENPU,CENPU
GYPB,GYPB
EMP3,EMP3
ZNF346,ZNF346
DCN,DCN
TCF12,TCF12
LINC02217,LINC02217
GPS2,GPS2
TNFSF11,TNFSF11
SMAD4,SMAD4
TPST2,TPST2
RTKN2,RTKN2
BTNL8,BTNL8
SGCD,SGCD
NEK2,NEK2
IGHV3-15,IGHV3-15
UBB,UBB
MYOM2,MYOM2
RGPD2,RGPD2
LINC02754,LINC02754
FES,FES
SNX18,SNX18
CMTM6,CMTM6
PHLDA3,PHLDA3
PYGM,PYGM
LINC01220,LINC01220
SLFN12L,SLFN12L
PLD3,PLD3
TNIK,TNIK
PLIN4,PLIN4
TAGAP,TAGAP
PBK,PBK
TBX21,TBX21
IGHV4-34,IGHV4-34
LRRC19,LRRC19
UBOX5,UBOX5
KIF3A,KIF3A
P3H4,P3H4
TTC21A,TTC21A
PREX1,PREX1
AKR1C3,AKR1C3
FJX1,FJX1
CCDC50,CCDC50
OXNAD1,OXNAD1
MEOX1,MEOX1
SLTM,SLTM
CCN2,CCN2
XKR4,XKR4
LINC00469,LINC00469
UBE2T,UBE2T
PPP1R10,PPP1R10
ARAF,ARAF
DNAH6,DNAH6
PRKCB,PRKCB
SERPINE3,SERPINE3
LINC02649,LINC02649
CDCA3,CDCA3
PARVG,PARVG
TGFBR3,TGFBR3
DEF8,DEF8
HIF1A-AS3,HIF1A-AS3
LAT,LAT
RPS8,RPS8
SLC43A2,SLC43A2
MATN1,MATN1
SPRY2,SPRY2
PDCD1,PDCD1
SMC2,SMC2
ABCC4,ABCC4
VPREB1,VPREB1
RAB3C,RAB3C
AFF3,AFF3
ANGEL2,ANGEL2
PGF,PGF
INTS6,INTS6
RAB6B,RAB6B
CSAD,CSAD
MT-ATP6,MT-ATP6
TUBB2A,TUBB2A
UNKL,UNKL
ALDH3B1,ALDH3B1
YBX3,YBX3
PTGIR,PTGIR
CLCF1,CLCF1
VMO1,VMO1
ZNF829,ZNF829
CD1D,CD1D
TAGLN2,TAGLN2
TRIM56,TRIM56
MCTP2,MCTP2
IGLV9-49,IGLV9-49
NOSIP,NOSIP
KLHL2,KLHL2
LRP12,LRP12
LHFPL5,LHFPL5
PGC,PGC
CDK17,CDK17
TOB1,TOB1
PLAU,PLAU
GP6,GP6
LINC01727,LINC01727
CEP164,CEP164
ITFG1,ITFG1
CCR1,CCR1
KLRC1,KLRC1
THBD,THBD
G0S2,G0S2
BIK,BIK
KIF21B,KIF21B
RGS3,RGS3
MAP3K8,MAP3K8
MFAP3L,MFAP3L
CDK6,CDK6
PLPP3,PLPP3
ARHGAP18,ARHGAP18
CD200R1,CD200R1
INTS1,INTS1
RTL8B,RTL8B
PXYLP1,PXYLP1
DUOX1,DUOX1
STAM,STAM
RUNX3,RUNX3
FLI1,FLI1
ZNF277,ZNF277
RPS2,RPS2
KLF14,KLF14
PRKCH,PRKCH
AANAT,AANAT
NOVA1,NOVA1
TCIRG1,TCIRG1
INTS5,INTS5
GNAZ,GNAZ
MUC16,MUC16
SLC22A4,SLC22A4
SDHAF2,SDHAF2
SMAGP,SMAGP
PRAP1,PRAP1
RYR3,RYR3
IER2,IER2
TSPAN33,TSPAN33
CREBRF,CREBRF
STARD4,STARD4
ABTB1,ABTB1
UFD1,UFD1
AGBL2,AGBL2
HIF1A,HIF1A
CCR7,CCR7
IGHV3-20,IGHV3-20
CNKSR2,CNKSR2
LINC02195,LINC02195
LRP1,LRP1
NT5DC3,NT5DC3
RETREG3,RETREG3
RCAN2,RCAN2
NFKBID,NFKBID
