Var1,Var2
s_2982,527.23
s_2983,347.34
s_2984,569.73
s_2985,344.61
s_2986,567
s_2987,387.11
s_2988,609.51
s_2989,347.34
s_2990,569.73
s_2991,389.84
s_2992,612.23
s_2993,302.1
s_2994,-37.21
s_2995,-253.14
s_2996,524.5
s_2997,344.61
s_2998,567
s_2999,304.83
s_3000,527.23
s_3001,347.34
s_3002,569.73
s_3003,344.61
s_3004,567
s_3005,387.11
s_3006,609.51
s_3007,347.34
s_3008,569.73
s_3009,389.84
s_3010,612.23
s_3011,804.21
s_3012,846.71
s_3013,806.94
s_3014,849.44
s_3015,846.71
s_3016,889.22
s_3017,849.44
s_3018,891.94
s_3019,806.94
s_3020,849.44
s_3021,809.66
s_3022,852.17
s_3023,849.44
s_3024,891.94
s_3025,852.17
s_3026,894.67
s_3027,846.71
s_3028,889.22
s_3029,849.44
s_3030,891.94
s_3031,889.22
s_3032,931.72
s_3033,891.94
s_3034,934.45
s_3035,849.44
s_3036,891.94
s_3037,852.17
s_3038,894.67
s_3039,891.94
s_3040,934.45
s_3041,894.67
s_3042,937.18
s_3043,524.5
s_3044,804.21
s_3045,567
s_3046,846.71
s_3047,527.23
s_3048,806.94
s_3049,569.73
s_3050,849.44
s_3051,567
s_3052,846.71
s_3053,609.51
s_3054,889.22
s_3055,569.73
s_3056,849.44
s_3057,612.23
s_3058,891.94
s_3059,806.94
s_3060,849.44
s_3061,809.66
s_3062,852.17
s_3063,849.44
s_3064,891.94
s_3065,852.17
s_3066,894.67
s_3067,846.71
s_3068,889.22
s_3069,849.44
s_3070,891.94
s_3071,889.22
s_3072,931.72
s_3073,891.94
s_3074,934.45
s_3075,849.44
s_3076,891.94
s_3077,852.17
s_3078,894.67
s_3079,891.94
s_3080,934.45
s_3081,894.67
s_3082,937.18
s_3083,-637.62
s_3084,140.59
s_3085,143.32
s_3086,183.1
s_3087,185.83
s_3088,183.1
s_3089,185.83
s_3090,225.6
s_3091,228.33
s_3092,302.1
s_3093,-637.62
s_3094,9.54
s_3095,-473.36
s_3096,140.59
s_3097,304.83
s_3098,143.32
s_3099,344.61
s_3100,183.1
s_3101,347.34
s_3102,185.83
s_3103,344.61
s_3104,183.1
s_3105,347.34
s_3106,185.83
s_3107,-55.99
s_3108,-229.34
s_3109,298.43
s_3110,301.16
s_3111,340.93
s_3112,343.66
s_3113,340.93
s_3114,343.66
s_3115,383.44
s_3116,386.16
s_3117,-103.12
s_3118,251.7
s_3119,254.43
s_3120,294.2
s_3121,296.93
s_3122,294.2
s_3123,296.93
s_3124,336.71
s_3125,339.43
s_3126,-28.01
s_3127,14.49
s_3128,298.43
s_3129,-92.26
s_3130,431.26
s_3131,301.16
s_3132,432.79
s_3133,340.93
s_3134,476.18
s_3135,343.66
s_3136,477.7
s_3137,340.93
s_3138,476.18
s_3139,343.66
s_3140,477.7
s_3141,383.44
s_3142,521.09
s_3143,386.16
s_3144,522.62
s_3145,298.43
s_3146,9.54
s_3147,-92.26
s_3148,431.26
s_3149,301.16
s_3150,432.79
s_3151,340.93
s_3152,476.18
s_3153,343.66
s_3154,477.7
s_3155,340.93
s_3156,476.18
s_3157,343.66
s_3158,477.7
s_3159,383.44
s_3160,521.09
s_3161,386.16
s_3162,522.62
s_3163,298.43
s_3164,9.54
s_3165,-92.26
s_3166,431.26
s_3167,301.16
s_3168,432.79
s_3169,340.93
s_3170,476.18
s_3171,343.66
s_3172,477.7
s_3173,340.93
s_3174,476.18
s_3175,343.66
s_3176,477.7
s_3177,383.44
s_3178,521.09
s_3179,386.16
s_3180,522.62
s_3181,431.26
s_3182,147.48
s_3183,109.37
s_3184,416.07
s_3185,432.79
s_3186,418.79
s_3187,476.18
s_3188,458.57
s_3189,477.7
s_3190,461.3
s_3191,476.18
s_3192,458.57
s_3193,477.7
s_3194,461.3
s_3195,521.09
s_3196,501.07
s_3197,522.62
s_3198,503.8
s_3199,441.6
s_3200,444.33
s_3201,484.1
s_3202,486.83
s_3203,484.1
s_3204,486.83
s_3205,526.61
s_3206,529.33
s_3207,503.48
s_3208,506.21
s_3209,545.98
s_3210,548.71
s_3211,545.98
s_3212,548.71
s_3213,588.49
s_3214,591.22
s_3215,-428.35
s_3216,-357.55
s_3217,-242.43
s_3218,-261.35
s_3219,-229.34
s_3220,134.93
s_3221,136.45
s_3222,179.84
s_3223,181.36
s_3224,179.84
s_3225,181.36
s_3226,-37.21
s_3227,359.4
s_3228,-253.14
s_3229,360.92
s_3230,404.32
s_3231,405.84
s_3232,404.32
s_3233,405.84
s_3234,751.25
s_3235,752.77
s_3236,796.16
s_3237,797.68
s_3238,796.16
s_3239,797.68
s_3240,752.77
s_3241,754.29
s_3242,797.68
s_3243,799.21
s_3244,797.68
s_3245,799.21
s_3246,796.16
s_3247,797.68
s_3248,841.08
s_3249,842.6
s_3250,841.08
s_3251,842.6
s_3252,797.68
s_3253,799.21
s_3254,842.6
s_3255,844.12
s_3256,842.6
s_3257,844.12
s_3258,796.16
s_3259,797.68
s_3260,841.08
s_3261,842.6
s_3262,841.08
s_3263,842.6
s_3264,797.68
s_3265,799.21
s_3266,842.6
s_3267,844.12
s_3268,842.6
s_3269,844.12
s_3270,453.46
s_3271,237.58
s_3272,454.98
s_3273,498.38
s_3274,499.9
s_3275,498.38
s_3276,499.9
s_3277,279.76
s_3278,498.38
s_3279,499.9
s_3280,543.29
s_3281,544.81
s_3282,543.29
s_3283,544.81
s_3284,453.46
s_3285,498.38
s_3286,454.98
s_3287,499.9
s_3288,498.38
s_3289,543.29
s_3290,499.9
s_3291,544.81
s_3292,498.38
s_3293,543.29
s_3294,499.9
s_3295,544.81
s_3296,503.48
s_3297,251.17
s_3298,506.21
s_3299,252.69
s_3300,545.98
s_3301,296.08
s_3302,548.71
s_3303,297.6
s_3304,545.98
s_3305,548.71
s_3306,588.49
s_3307,591.22
s_3308,842.6
s_3309,844.12
s_3310,887.51
s_3311,889.04
s_3312,887.51
s_3313,889.04
s_3314,842.6
s_3315,844.12
s_3316,887.51
s_3317,889.04
s_3318,887.51
s_3319,889.04
s_3320,-162.56
s_3321,-454.22
s_3322,-128.19
s_3323,251.7
s_3324,-356.59
s_3325,8.85
s_3326,254.43
s_3327,12.12
s_3328,294.2
s_3329,50.26
s_3330,296.93
s_3331,53.53
s_3332,294.2
s_3333,50.26
s_3334,296.93
s_3335,53.53
s_3336,336.71
s_3337,91.67
s_3338,339.43
s_3339,94.95
s_3340,251.7
s_3341,-564.41
s_3342,-356.59
s_3343,8.85
s_3344,254.43
s_3345,12.12
s_3346,294.2
s_3347,50.26
s_3348,296.93
s_3349,53.53
s_3350,294.2
s_3351,50.26
s_3352,296.93
s_3353,53.53
s_3354,336.71
s_3355,91.67
s_3356,339.43
s_3357,94.95
s_3358,251.7
s_3359,-564.41
s_3360,-356.59
s_3361,8.85
s_3362,254.43
s_3363,12.12
s_3364,294.2
s_3365,50.26
s_3366,296.93
s_3367,53.53
s_3368,294.2
s_3369,50.26
s_3370,296.93
s_3371,53.53
s_3372,336.71
s_3373,91.67
s_3374,339.43
s_3375,94.95
s_3376,251.7
s_3377,8.85
s_3378,254.43
s_3379,12.12
s_3380,294.2
s_3381,50.26
s_3382,296.93
s_3383,53.53
s_3384,294.2
s_3385,50.26
s_3386,296.93
s_3387,53.53
s_3388,336.71
s_3389,91.67
s_3390,339.43
s_3391,94.95
s_3392,-76.36
s_3393,-70.82
s_3394,-39.47
s_3395,-33.94
s_3396,-39.47
s_3397,-33.94
s_3398,-2.59
s_3399,2.95
s_3400,-213.23
s_3401,-209.96
s_3402,-171.82
s_3403,-168.55
s_3404,-171.82
s_3405,-168.55
s_3406,-130.41
s_3407,-127.13
s_3408,-213.23
s_3409,-209.96
s_3410,-171.82
s_3411,-168.55
s_3412,-171.82
s_3413,-168.55
s_3414,-130.41
s_3415,-127.13
s_3416,-297.7
s_3417,-292.16
s_3418,-260.81
s_3419,-255.27
s_3420,-260.81
s_3421,-255.27
s_3422,-223.92
s_3423,-218.38
s_3424,105.44
s_3425,108.17
s_3426,147.95
s_3427,150.68
s_3428,251.17
s_3429,252.69
s_3430,296.08
s_3431,297.6
s_3432,484.42
s_3433,813
s_3434,770.5
s_3435,484.33
s_3436,821.82
s_3437,779.32
s_3438,519.58
s_3439,848.48
s_3440,805.98
s_3441,472.21
s_3442,809.15
s_3443,766.64
s_3444,466.1
s_3445,803.04
s_3446,760.53
s_3447,-64.12
s_3448,503.48
s_3449,-37.21
s_3450,251.17
s_3451,240.46
s_3452,506.21
s_3453,252.69
s_3454,545.98
s_3455,296.08
s_3456,548.71
s_3457,297.6
s_3458,545.98
s_3459,282.65
s_3460,548.71
s_3461,588.49
s_3462,591.22
s_3463,237.58
s_3464,279.76
s_3465,431.26
s_3466,105.44
s_3467,432.79
s_3468,108.17
s_3469,476.18
s_3470,147.95
s_3471,477.7
s_3472,150.68
s_3473,476.18
s_3474,477.7
s_3475,521.09
s_3476,522.62
s_3477,-178.08
s_3478,298.43
s_3479,4.26
s_3480,301.16
s_3481,7.54
s_3482,340.93
s_3483,45.68
s_3484,343.66
s_3485,48.95
s_3486,340.93
s_3487,343.66
s_3488,383.44
s_3489,386.16
s_3490,-267.27
s_3491,-43.83
s_3492,-40.56
s_3493,-2.42
s_3494,0.86
s_3495,-312.07
s_3496,-213.23
s_3497,524.5
s_3498,-762.1
s_3499,-209.96
s_3500,527.23
s_3501,-171.82
s_3502,567
s_3503,-168.55
s_3504,569.73
s_3505,-171.82
s_3506,567
s_3507,-168.55
s_3508,569.73
s_3509,-130.41
s_3510,609.51
s_3511,-127.13
s_3512,612.23
s_3513,524.5
s_3514,527.23
s_3515,567
s_3516,569.73
s_3517,567
s_3518,569.73
s_3519,609.51
s_3520,612.23
s_3521,524.5
s_3522,527.23
s_3523,567
s_3524,569.73
s_3525,567
s_3526,569.73
s_3527,302.1
s_3528,304.83
s_3529,344.61
s_3530,347.34
s_3531,344.61
s_3532,347.34
s_3533,387.11
s_3534,389.84
s_3535,-76.36
s_3536,-253.14
s_3537,-70.82
s_3538,-39.47
s_3539,-33.94
s_3540,-39.47
s_3541,-33.94
s_3542,-2.59
s_3543,2.95
s_3544,-76.36
s_3545,251.7
s_3546,-70.82
s_3547,254.43
s_3548,-39.47
s_3549,294.2
s_3550,-33.94
s_3551,296.93
s_3552,-39.47
s_3553,294.2
s_3554,-33.94
s_3555,296.93
s_3556,-2.59
s_3557,336.71
s_3558,2.95
s_3559,339.43
s_3560,-76.36
s_3561,-70.82
s_3562,-39.47
s_3563,-33.94
s_3564,-39.47
s_3565,-33.94
s_3566,-2.59
s_3567,2.95
s_3568,-76.36
s_3569,-70.82
s_3570,-39.47
s_3571,-33.94
s_3572,-39.47
s_3573,-33.94
s_3574,-2.59
s_3575,2.95
s_3576,8.85
s_3577,12.12
s_3578,50.26
s_3579,53.53
s_3580,50.26
s_3581,53.53
s_3582,91.67
s_3583,94.95
s_3584,8.85
s_3585,12.12
s_3586,50.26
s_3587,53.53
s_3588,50.26
s_3589,53.53
s_3590,91.67
s_3591,94.95
s_3592,-297.7
s_3593,-292.16
s_3594,-260.81
s_3595,-255.27
s_3596,-260.81
s_3597,-255.27
s_3598,-223.92
s_3599,-218.38
s_3600,-297.7
s_3601,-292.16
s_3602,-260.81
s_3603,-255.27
s_3604,-260.81
s_3605,-255.27
s_3606,-223.92
s_3607,-218.38
s_3608,-213.23
s_3609,-209.96
s_3610,-171.82
s_3611,-168.55
s_3612,-171.82
s_3613,-168.55
s_3614,-130.41
s_3615,-127.13
s_3616,11.28
s_3617,16.82
s_3618,48.17
s_3619,53.71
s_3620,48.17
s_3621,53.71
s_3622,85.06
s_3623,90.6
s_3624,11.28
s_3625,16.82
s_3626,48.17
s_3627,53.71
s_3628,48.17
s_3629,53.71
s_3630,85.06
s_3631,90.6
s_3632,19.63
s_3633,239.05
s_3634,22.36
s_3635,241.94
s_3636,62.13
s_3637,281.24
s_3638,64.86
s_3639,284.12
s_3640,19.63
s_3641,239.05
s_3642,22.36
s_3643,241.94
s_3644,62.13
s_3645,281.24
s_3646,64.86
s_3647,284.12
s_3648,19.63
s_3649,239.05
s_3650,22.36
s_3651,241.94
s_3652,62.13
s_3653,281.24
s_3654,64.86
s_3655,284.12
s_3656,766.64
s_3657,-37.21
s_3658,809.15
s_3659,770.5
s_3660,484.42
s_3661,813
s_3662,779.32
s_3663,821.82
s_3664,805.98
s_3665,519.58
s_3666,848.48
s_3667,760.53
s_3668,803.04
s_3669,760.53
s_3670,803.04
s_3671,239.05
s_3672,241.94
s_3673,281.24
s_3674,284.12
s_3675,567
s_3676,239.05
s_3677,282.65
s_3678,569.73
s_3679,241.94
s_3680,609.51
s_3681,281.24
s_3682,612.23
s_3683,284.12
s_3684,-38.29
s_3685,105.44
s_3686,476.18
s_3687,108.17
s_3688,477.7
s_3689,147.95
s_3690,521.09
s_3691,150.68
s_3692,522.62
s_3693,503.48
s_3694,251.17
s_3695,506.21
s_3696,252.69
s_3697,545.98
s_3698,296.08
s_3699,548.71
s_3700,297.6
s_3701,545.98
s_3702,548.71
s_3703,588.49
s_3704,591.22
s_3705,431.26
s_3706,432.79
s_3707,476.18
s_3708,477.7
s_3709,10000000
s_3710,10000000
s_3711,10000000
s_3712,10000000
s_3713,10000000
s_3714,10000000
s_3715,-318
s_3716,-226.79
s_3717,10000000
s_3718,10000000
s_3719,10000000
s_3720,10000000
s_3721,10000000
s_3722,10000000
s_3723,10000000
s_3724,10000000
s_3725,10000000
s_3726,10000000
s_3727,10000000
s_3728,10000000
s_3729,10000000
s_3730,10000000
s_3731,10000000
s_3732,10000000
s_3733,10000000
s_3734,10000000
s_3735,10000000
s_3736,10000000
s_3737,10000000
s_3738,10000000
s_3739,10000000
s_3740,10000000
s_3741,10000000
s_3742,10000000
s_3743,10000000
s_3744,10000000
s_3745,10000000
s_3746,10000000
s_3747,10000000
s_3748,10000000
s_3749,10000000
s_3750,-3.22
s_3751,5.77
s_3752,-3.22
s_3753,-270.68
s_3754,10000000
s_3755,-24.32
s_3756,10000000
s_3757,24.69
s_3758,31.2
s_3759,-19.76
s_3760,-617.13
s_3761,-394.82
s_3762,6.39
s_3763,8.96
s_3764,10000000
s_3765,59.76
s_3766,-490.48
s_3767,10000000
s_3768,-307.29
s_3769,-161
s_3770,-526.96
s_3771,10000000
s_3772,-101.44
s_3773,10000000
s_3774,10000000
s_3775,10000000
s_3776,10000000
s_3777,-31.38
s_3778,-31.38
s_3779,-102.33
s_3780,-101.44
s_3781,-291.47
s_3782,10000000
s_3783,10000000
s_3784,10000000
s_3785,-15.24
s_3786,10000000
s_3787,467.11
s_3788,467.11
s_3789,54.52
s_3790,42.97
s_3791,30.13
s_3792,18.58
s_3793,87.46
s_3794,75.91
s_3795,127.84
s_3796,116.29
s_3797,87.46
s_3798,75.91
s_3799,69.61
s_3800,58.07
s_3801,10000000
s_3802,10000000
s_3805,-89.12
s_3806,-170.9
s_3807,10000000
s_3808,10000000
s_3809,10000000
s_3810,-51.89
s_3811,63.46
s_3812,99.68
s_3813,-64.08
s_3814,-284.64
s_3815,-61.6
s_3816,10000000
s_3817,10000000
s_3818,147.48
s_3819,10000000
s_3820,109.37
s_3821,10000000
s_3822,10000000
s_3823,10000000
s_3826,10000000
s_3827,10000000
s_3828,113.67
s_3829,103.13
s_3830,10000000
s_3831,-70.58
s_3832,10000000
s_3833,10000000
s_3834,10000000
s_3835,10000000
s_3836,10000000
s_3837,10000000
s_3838,-37.83
s_3839,-39.05
s_3840,32.76
s_3841,-151.3
s_3842,10000000
s_3843,-70.58
s_3844,10000000
s_3845,10000000
s_3846,-139.59
s_3847,-126.95
s_3848,-139.59
s_3849,-155.26
s_3850,-126.95
s_3851,31.01
s_3852,-307.29
s_3853,10000000
s_3854,10000000
s_3855,-45.17
s_3856,10000000
s_3857,10000000
s_3858,16.58
s_3859,10000000
s_3860,10000000
s_3861,-89.12
s_3862,-101.44
s_3863,-438.52
s_3864,-48.81
s_3865,201.61
s_3866,201.61
s_3867,80.19
s_3868,125.69
s_3871,-35.96
s_3872,26.14
s_3873,57.55
s_3874,-4.56
s_3875,-161.75
s_3876,10000000
s_3877,10000000
s_3878,10000000
s_3879,10000000
s_3880,10000000
s_3881,-564.41
s_3882,10000000
s_3883,-356.59
s_3884,10000000
s_3885,10000000
s_3887,10000000
s_3888,83.01
s_3889,10000000
s_3890,-453.27
s_3891,10000000
s_3892,-391.27
s_3893,10000000
s_3894,10000000
s_3895,10000000
s_3896,10000000
s_3897,-413.18
s_3898,-324.48
s_3899,-117.34
s_3900,10000000
s_3901,-117.34
s_3902,10000000
s_3903,-233.3
s_3904,-55.99
s_3905,-73.97
s_3906,10000000
s_3907,10000000
s_3908,10000000
s_3909,10000000
s_3910,10000000
s_3911,232.67
s_3912,10000000
s_3913,21.56
s_3914,-26.8
s_3915,62.4
s_3916,-33.67
s_3917,10000000
s_3918,10000000
s_3923,-129.66
s_3924,-129.66
s_3925,-21.63
s_3926,-31.38
s_3927,10000000
s_3928,10000000
s_3929,10000000
s_3930,10000000
s_3931,-64.08
s_3932,10000000
s_3933,-101.44
s_3934,10000000
s_3935,0.84
s_3936,-45.17
s_3937,10000000
s_3938,10000000
s_3939,10000000
s_3940,10000000
s_3941,10000000
s_3942,-614.38
s_3943,-184.19
s_3944,10000000
s_3945,10000000
s_3946,10000000
s_3947,10000000
s_3948,-325.37
s_3949,-101.44
s_3950,-324.48
s_3951,-101.44
s_3952,-324.48
s_3953,-46.91
s_3954,-102.33
s_3958,-117.34
s_3959,91.37
s_3960,28.74
s_3961,-128.41
s_3962,-234.76
s_3963,180.51
s_3964,114.41
s_3965,-63.58
s_3966,-126.63
s_3967,66.66
s_3968,9.21
s_3969,377.5
s_3970,314.86
s_3971,91.95
s_3972,29.32
s_3973,45.72
s_3974,10000000
s_3975,12.66
s_3976,-49.97
s_3977,12.66
s_3978,-49.97
s_3979,-11.27
s_3980,-73.9
s_3981,157.83
s_3982,95.19
s_3983,279.11
s_3984,216.48
s_3985,10000000
s_3986,10000000
s_3987,-356.59
s_3988,284.12
s_3989,-146.42
s_3990,-267.06
s_3991,56.53
s_3992,74.84
s_3993,10000000
s_3994,10000000
s_3995,10000000
s_3996,10000000
s_3997,-93.96
s_3998,-227.68
s_3999,-162.55
s_4000,10000000
s_4001,10000000
s_4002,10000000
s_4003,10000000
s_4004,10000000
s_4005,117.75
s_4006,10000000
s_4007,10000000
s_4008,10000000
s_4009,39.02
s_4010,-112.47
s_4011,-117.23
s_4012,22.01
s_4013,10000000
s_4014,10000000
s_4015,-549.11
s_4016,-178.74
s_4017,-66.58
s_4018,10000000
s_4019,10000000
s_4020,10000000
s_4021,-88.23
s_4022,10000000
s_4023,10000000
s_4024,10000000
s_4025,10000000
s_4026,10000000
s_4027,10000000
s_4028,10000000
s_4029,10000000
s_4030,10000000
s_4031,-45.17
s_4032,10000000
s_4033,10000000
s_4034,-52.05
s_4035,-52.05
s_4036,-52.05
s_4037,-107.57
s_4038,-107.57
s_4039,-107.57
s_4040,-61.65
s_4041,-61.65
s_4042,-61.65
s_4043,-36.71
s_4044,-232.56
s_4045,-232.56
s_4046,-232.56
s_4047,-232.56
s_4048,-261.35
s_4049,-261.35
s_4050,17
s_4051,17
s_4052,17
s_4053,-81.05
s_4054,-81.05
s_4055,-81.05
s_4056,-65.74
s_4057,-65.74
s_4058,-65.74
s_4059,-121.02
s_4060,-121.02
s_4061,-121.02
s_4062,-261.32
s_4063,-261.32
s_4064,-262.67
s_4065,-262.67
s_4066,-192.24
s_4067,-192.24
s_4068,-192.24
s_4069,-192.24
s_4070,-323.76
s_4071,-323.76
s_4072,-132.37
s_4073,73.95
s_4074,73.95
s_4075,-132.37
s_4076,10000000
s_4077,-281.93
s_4078,-281.93
s_4079,1.33
s_4080,1.33
s_4081,-291.45
s_4082,-291.45
s_4083,-283.22
s_4084,-283.22
s_4085,-12.82
s_4086,-12.82
s_4087,-12.82
s_4088,10000000
s_4089,61.97
s_4090,10000000
s_4091,61.97
s_4092,10000000
s_4093,10000000
s_4094,-134.96
s_4095,-134.96
s_4096,-207.76
s_4097,-207.76
s_4098,10000000
s_4099,10000000
s_4100,-229.32
s_4101,-229.32
s_4102,-236.17
s_4103,-236.17
s_4104,10000000
s_4105,10000000
s_4106,-152.5
s_4107,-152.5
s_4108,-163.44
s_4109,-163.44
s_4110,-35.29
s_4111,-35.29
s_4112,-242.59
s_4113,-112.47
s_4114,-242.59
s_4115,-113.52
s_4116,-113.52
s_4117,-173.2
s_4118,-173.2
s_4119,-121.84
s_4120,-121.84
s_4121,-121.84
s_4122,-67.31
s_4123,-2.95
s_4124,-2.95
s_4125,-67.31
s_4126,-174.05
s_4127,-174.05
s_4128,-100.77
s_4129,-325.37
s_4130,-100.77
s_4131,-225.93
s_4132,-65.04
s_4133,-65.04
s_4134,11.14
s_4135,11.14
s_4136,-279.11
s_4137,-279.11
s_4138,-148.17
s_4139,-148.17
s_4140,-317.11
s_4141,-334.7
s_4142,-334.72
s_4143,24.69
s_4144,24.69
s_4145,-324.47
s_4146,-291.58
s_4147,-281.93
s_4148,-192.26
s_4149,-1373.22
s_4150,-324.48
s_4151,-291.47
s_4152,-298.36
s_4153,-324.48
s_4154,-190.46
s_4155,-385.57
s_4156,-324.47
s_4157,-473.36
s_4158,-75.84
s_4159,-112.47
s_4160,-152.06
s_4161,-95.39
s_4162,-152.71
s_4163,-229.34
s_4164,-46.91
s_4165,-44.41
s_4166,2.71
s_4167,-49.74
s_4168,32.76
s_4169,32.76
s_4170,-37.83
s_4171,-37.83
s_4172,-100.74
s_4173,-100.74
s_4174,134.74
s_4175,134.74
s_4176,10000000
s_4177,-60.88
s_4178,-139.61
s_4179,-139.61
s_4180,-83.58
s_4181,-72.18
s_4182,-141.73
s_4183,-422.94
s_4184,-82.86
s_4189,-143.55
s_4190,10000000
s_4191,285.54
s_4192,-285.66
s_4193,-318
s_4194,-21.4
s_4195,9.04
s_4196,-564.41
s_4197,10000000
s_4198,-356.59
s_4199,10000000
s_4200,-31.38
s_4201,10000000
s_4202,10000000
s_4203,10000000
s_4204,10000000
s_4205,10000000
s_4206,10000000
s_4207,-32.21
s_4209,10000000
s_4210,10000000
s_4211,-320.52
s_4212,NaN
s_4213,-272.56
s_4214,127.79
s_4215,-368.48
s_4216,NaN
s_4217,NaN
s_4218,NaN
s_4219,-224.61
s_4220,NaN
s_4221,NaN
s_4222,127.79
s_4223,NaN
s_4224,NaN
s_4225,NaN
s_4226,NaN
s_4227,127.79
s_4228,NaN
s_4229,NaN
s_4230,NaN
s_4231,-3.09
s_4232,26.57
s_4233,35.87
s_4234,26.57
s_4235,35.87
s_4236,26.57
s_4237,35.87
s_4238,NaN
s_4239,NaN
s_4240,NaN
s_4241,NaN
s_4242,NaN
s_4243,NaN
s_4244,NaN
s_4245,41.59
s_4246,NaN
s_4247,41.59
s_4248,NaN
s_4249,41.59
s_4250,-38.21
s_4251,-38.21
s_4252,-422.94
s_4253,NaN
s_4254,NaN
s_4255,NaN
s_4256,NaN
s_4257,NaN
s_4258,NaN
s_4259,NaN
s_4261,NaN
s_4262,NaN
s_4263,10000000
s_4264,-79.97
s_4265,10000000
s_4266,10000000
s_4267,-235.6
s_4268,-235.6
s_4269,-229
s_4270,NaN
s_4271,NaN
s_4272,NaN
s_4273,NaN
s_4274,NaN
s_4275,NaN
s_4276,NaN
s_4277,NaN
s_4278,NaN
s_4279,NaN
s_4280,NaN
s_4281,NaN
s_4282,7.94
s_4283,NaN
s_4284,NaN
s_4285,NaN
s_4286,NaN
s_4287,NaN
s_4288,54.73
s_4289,54.73
s_4290,10000000
s_4291,10000000
s_4292,10000000
s_4293,-253.14
s_4294,-24.72
s_4295,NaN
s_4296,55.98
s_4297,36.62
s_4298,-142.78
s_4299,146.11
s_4300,229.65
s_4301,-302.49
s_4302,-141.73
s_4303,286.46
s_4304,-79.63
s_4305,-252.9
s_4306,-436.8
s_4307,-50.63
s_4308,18.8
s_4309,NaN
s_4310,65.45
s_4311,2.94
s_4312,NaN
s_4313,-633.42
s_4314,-424.2
s_4315,-361.56
s_4316,-266.32
s_4317,-657.7
s_4318,-524.57
s_4319,-316.75
s_4320,-560.7
s_4321,-351.43
s_4322,-428.35
s_4323,-388.51
s_4324,-597.78
s_4325,-431.57
s_4326,-640.85
s_4327,-369.81
s_4328,-593.58
s_4329,-450.64
s_4330,-659.91
s_4331,-63.35
