"#","timestamp","dataset","subset","subsubset","run","random","method","model","metric:accuracy","metric:f1_score","metric:runtime","metric:clstime","metric:totaltime","metric:candidates","metric:movelets","error","metric:accuracyTop5","name","key"
433,-1,"ArticularyWordRecognition","specific","dim2_1",0,1,"NPOI_1","-",9.3333333333,0.086112226,417957.584,36525.762,454483.346,0,0,"False",31.3333333333,"NPOI_1-dim2_1--","ArticularyWordRecognition-specific-0"
434,-1,"ArticularyWordRecognition","specific","dim2_1_2_3",0,1,"NPOI_1_2_3","-",10,0.0837628535,417957.584,221801.034,639758.618,0,0,"False",26.3333333333,"NPOI_1_2_3-dim2_1_2_3--","ArticularyWordRecognition-specific-0"
435,-1,"ArticularyWordRecognition","specific","dim2_2",0,1,"NPOI_2","-",7,0.0708549386,417957.584,52390.176,470347.76,0,0,"False",22.6666666667,"NPOI_2-dim2_2--","ArticularyWordRecognition-specific-0"
436,-1,"ArticularyWordRecognition","specific","dim2_3",0,1,"NPOI_3","-",4.3333333333,0.0088618267,417957.584,57827.837,475785.421,0,0,"False",19.3333333333,"NPOI_3-dim2_3--","ArticularyWordRecognition-specific-0"
437,1647277695,"ArticularyWordRecognition","specific","specific",0,1,"RL","NN",97.6666688919,0.9811838865,1180006,15865.509,1195871.509,163625,11823,"False",99.3333339691,"RL-specific-NN","ArticularyWordRecognition-specific-0"
438,1647277695,"ArticularyWordRecognition","specific","specific",0,1,"RL","RF",95.3333333333,0,1180006,1280.91,1181286.91,163625,11823,"False",99.3333333333,"RL-specific-RF","ArticularyWordRecognition-specific-0"
439,1659908012,"ArticularyWordRecognition","specific","specific",0,1,"U","NN",96.6666638851,0.9696706533,871528,13010.992,884538.992,179539,18780,"False",99.6666669846,"U-specific-NN","ArticularyWordRecognition-specific-0"
440,1659908012,"ArticularyWordRecognition","specific","specific",0,1,"U","RF",93.3333333333,0,871528,1222.363,872750.363,179539,18780,"False",99,"U-specific-RF","ArticularyWordRecognition-specific-0"
442,1647300949,"AtrialFibrillation","specific","specific",0,1,"HL","NN",13.3333340287,0.1379310042,23442,11638.954,35080.954,61104,1275,"False",100,"HL-specific-NN","AtrialFibrillation-specific-0"
443,1647300949,"AtrialFibrillation","specific","specific",0,1,"HL","RF",40,0,23442,787.453,24229.453,61104,1275,"False",100,"HL-specific-RF","AtrialFibrillation-specific-0"
448,1647300992,"AtrialFibrillation","specific","specific",0,1,"HpL","NN",20.000000298,0.1999999732,26206,11341.704,37547.704,61104,1275,"False",100,"HpL-specific-NN","AtrialFibrillation-specific-0"
449,1647300992,"AtrialFibrillation","specific","specific",0,1,"HpL","RF",40,0,26206,769.508,26975.508,61104,1275,"False",100,"HpL-specific-RF","AtrialFibrillation-specific-0"
450,1647301080,"AtrialFibrillation","specific","specific",0,1,"HpTR50L","NN",13.3333340287,0.1379310042,25315,11289.897,36604.897,61104,1275,"False",100,"HpTR50L-specific-NN","AtrialFibrillation-specific-0"
451,1647301080,"AtrialFibrillation","specific","specific",0,1,"HpTR50L","RF",40,0,25315,780.389,26095.389,61104,1275,"False",100,"HpTR50L-specific-RF","AtrialFibrillation-specific-0"
452,1647301166,"AtrialFibrillation","specific","specific",0,1,"HpTR75L","NN",20.000000298,0.1999999732,25215,11449.902,36664.902,61104,1275,"False",100,"HpTR75L-specific-NN","AtrialFibrillation-specific-0"
453,1647301166,"AtrialFibrillation","specific","specific",0,1,"HpTR75L","RF",46.6666666667,0,25215,763.866,25978.866,61104,1275,"False",100,"HpTR75L-specific-RF","AtrialFibrillation-specific-0"
444,1647301037,"AtrialFibrillation","specific","specific",0,1,"HTR50L","NN",20.000000298,0.1999999732,28496,11641.047,40137.047,61104,1275,"False",100,"HTR50L-specific-NN","AtrialFibrillation-specific-0"
445,1647301037,"AtrialFibrillation","specific","specific",0,1,"HTR50L","RF",46.6666666667,0,28496,824.314,29320.314,61104,1275,"False",100,"HTR50L-specific-RF","AtrialFibrillation-specific-0"
446,1647301123,"AtrialFibrillation","specific","specific",0,1,"HTR75L","NN",20.000000298,0.1999999732,26137,12625.955,38762.955,61104,1275,"False",100,"HTR75L-specific-NN","AtrialFibrillation-specific-0"
447,1647301123,"AtrialFibrillation","specific","specific",0,1,"HTR75L","RF",46.6666666667,0,26137,899.277,27036.277,61104,1275,"False",100,"HTR75L-specific-RF","AtrialFibrillation-specific-0"
454,-1,"AtrialFibrillation","specific","dim0_1",0,1,"NPOI_1","-",40,0.3696969697,5675.56,4658.818,10334.378,0,0,"False",100,"NPOI_1-dim0_1--","AtrialFibrillation-specific-0"
455,-1,"AtrialFibrillation","specific","dim0_1_2_3",0,1,"NPOI_1_2_3","-",26.6666666667,0.2484848485,5675.56,6752.081,12427.641,0,0,"False",100,"NPOI_1_2_3-dim0_1_2_3--","AtrialFibrillation-specific-0"
456,-1,"AtrialFibrillation","specific","dim0_2",0,1,"NPOI_2","-",40,0.3777777778,5675.56,6845.224,12520.784,0,0,"False",100,"NPOI_2-dim0_2--","AtrialFibrillation-specific-0"
457,-1,"AtrialFibrillation","specific","dim0_3",0,1,"NPOI_3","-",26.6666666667,0.2484848485,5675.56,7297.715,12973.275,0,0,"False",100,"NPOI_3-dim0_3--","AtrialFibrillation-specific-0"
458,1647300873,"AtrialFibrillation","specific","specific",0,1,"RL","NN",20.000000298,0.2068964988,48401,12311.399,60712.399,22920,2295,"False",100,"RL-specific-NN","AtrialFibrillation-specific-0"
459,1647300873,"AtrialFibrillation","specific","specific",0,1,"RL","RF",20,0,48401,764.304,49165.304,22920,2295,"False",100,"RL-specific-RF","AtrialFibrillation-specific-0"
460,1658636577,"AtrialFibrillation","specific","specific",0,1,"U","NN",13.3333340287,0.1333332956,37498,7348.13,44846.13,36709,7380,"False",100,"U-specific-NN","AtrialFibrillation-specific-0"
461,1658636577,"AtrialFibrillation","specific","specific",0,1,"U","RF",6.6666666667,0,37498,944.906,38442.906,36709,7380,"False",100,"U-specific-RF","AtrialFibrillation-specific-0"
486,1647301763,"BasicMotions","specific","specific",0,1,"HL","NN",100,1,213665,11395.194,225060.194,1474200,2562,"False",100,"HL-specific-NN","BasicMotions-specific-0"
487,1647301763,"BasicMotions","specific","specific",0,1,"HL","RF",100,0,213665,785.017,214450.017,1474200,2562,"False",100,"HL-specific-RF","BasicMotions-specific-0"
492,1647301998,"BasicMotions","specific","specific",0,1,"HpL","NN",100,1,214774,12363.249,227137.249,1474200,2562,"False",100,"HpL-specific-NN","BasicMotions-specific-0"
493,1647301998,"BasicMotions","specific","specific",0,1,"HpL","RF",100,0,214774,754.617,215528.617,1474200,2562,"False",100,"HpL-specific-RF","BasicMotions-specific-0"
494,1647302870,"BasicMotions","specific","specific",0,1,"HpTR50L","NN",100,1,407504,11496.559,419000.559,1474200,2723,"False",100,"HpTR50L-specific-NN","BasicMotions-specific-0"
495,1647302870,"BasicMotions","specific","specific",0,1,"HpTR50L","RF",100,0,407504,782.46,408286.46,1474200,2723,"False",100,"HpTR50L-specific-RF","BasicMotions-specific-0"
496,1647303749,"BasicMotions","specific","specific",0,1,"HpTR75L","NN",100,1,428103,11423.09,439526.09,1474200,2721,"False",100,"HpTR75L-specific-NN","BasicMotions-specific-0"
497,1647303749,"BasicMotions","specific","specific",0,1,"HpTR75L","RF",100,0,428103,786.419,428889.419,1474200,2721,"False",100,"HpTR75L-specific-RF","BasicMotions-specific-0"
488,1647302437,"BasicMotions","specific","specific",0,1,"HTR50L","NN",100,1,417110,11494.225,428604.225,1474200,2723,"False",100,"HTR50L-specific-NN","BasicMotions-specific-0"
489,1647302437,"BasicMotions","specific","specific",0,1,"HTR50L","RF",100,0,417110,789.364,417899.364,1474200,2723,"False",100,"HTR50L-specific-RF","BasicMotions-specific-0"
490,1647303296,"BasicMotions","specific","specific",0,1,"HTR75L","NN",100,1,401059,11584.916,412643.916,1474200,2721,"False",100,"HTR75L-specific-NN","BasicMotions-specific-0"
491,1647303296,"BasicMotions","specific","specific",0,1,"HTR75L","RF",100,0,401059,811.409,401870.409,1474200,2721,"False",100,"HTR75L-specific-RF","BasicMotions-specific-0"
498,-1,"BasicMotions","specific","dim0_1",0,1,"NPOI_1","-",32.5,0.2217675941,3973.476,6678.845,10652.321,0,0,"False",100,"NPOI_1-dim0_1--","BasicMotions-specific-0"
499,-1,"BasicMotions","specific","dim0_1_2_3",0,1,"NPOI_1_2_3","-",27.5,0.1811594203,3973.476,7171.321,11144.797,0,0,"False",100,"NPOI_1_2_3-dim0_1_2_3--","BasicMotions-specific-0"
500,-1,"BasicMotions","specific","dim0_2",0,1,"NPOI_2","-",25,0.1,3973.476,4934.597,8908.073,0,0,"False",100,"NPOI_2-dim0_2--","BasicMotions-specific-0"
501,-1,"BasicMotions","specific","dim0_3",0,1,"NPOI_3","-",25,0.1,3973.476,4928.148,8901.624,0,0,"False",100,"NPOI_3-dim0_3--","BasicMotions-specific-0"
502,1647301496,"BasicMotions","specific","specific",0,1,"RL","NN",100,1,107207,12210.441,119417.441,147440,2097,"False",100,"RL-specific-NN","BasicMotions-specific-0"
503,1647301496,"BasicMotions","specific","specific",0,1,"RL","RF",100,0,107207,807.957,108014.957,147440,2097,"False",100,"RL-specific-RF","BasicMotions-specific-0"
504,1658636605,"BasicMotions","specific","specific",0,1,"U","NN",100,1,21394,7140.089,28534.089,48377,3944,"False",100,"U-specific-NN","BasicMotions-specific-0"
505,1658636605,"BasicMotions","specific","specific",0,1,"U","RF",100,0,21394,815.935,22209.935,48377,3944,"False",100,"U-specific-RF","BasicMotions-specific-0"
506,1643092890,"Beef","specific","specific",0,1,"HL","NN",60.0000023842,0.5882352591,49050,8890.655,57940.655,111960,3217,"False",100,"HL-specific-NN","Beef-specific-0"
507,1643092890,"Beef","specific","specific",0,1,"HL","RF",53.3333333333,0,49050,890.726,49940.726,111960,3217,"False",100,"HL-specific-RF","Beef-specific-0"
512,1643092943,"Beef","specific","specific",0,1,"HpL","NN",53.3333361149,0.5490195751,38614,8818.647,47432.647,26772,2877,"False",100,"HpL-specific-NN","Beef-specific-0"
513,1643092943,"Beef","specific","specific",0,1,"HpL","RF",56.6666666667,0,38614,897.034,39511.034,26772,2877,"False",100,"HpL-specific-RF","Beef-specific-0"
514,1643093093,"Beef","specific","specific",0,1,"HpTR50L","NN",60.0000023842,0.627450943,42149,8828.036,50977.036,28859,2953,"False",100,"HpTR50L-specific-NN","Beef-specific-0"
515,1643093093,"Beef","specific","specific",0,1,"HpTR50L","RF",56.6666666667,0,42149,894.368,43043.368,28859,2953,"False",100,"HpTR50L-specific-RF","Beef-specific-0"
516,1643093211,"Beef","specific","specific",0,1,"HpTR75L","NN",53.3333361149,0.439999938,41212,8813.424,50025.424,28404,2930,"False",100,"HpTR75L-specific-NN","Beef-specific-0"
517,1643093211,"Beef","specific","specific",0,1,"HpTR75L","RF",66.6666666667,0,41212,895.06,42107.06,28404,2930,"False",100,"HpTR75L-specific-RF","Beef-specific-0"
508,1643093037,"Beef","specific","specific",0,1,"HTR50L","NN",63.3333325386,0.6037735343,48607,8899.551,57506.551,111960,3217,"False",100,"HTR50L-specific-NN","Beef-specific-0"
509,1643093037,"Beef","specific","specific",0,1,"HTR50L","RF",53.3333333333,0,48607,913.952,49520.952,111960,3217,"False",100,"HTR50L-specific-RF","Beef-specific-0"
510,1643093156,"Beef","specific","specific",0,1,"HTR75L","NN",53.3333361149,0.4615384042,48820,8857.335,57677.335,111960,3217,"False",100,"HTR75L-specific-NN","Beef-specific-0"
511,1643093156,"Beef","specific","specific",0,1,"HTR75L","RF",53.3333333333,0,48820,893.713,49713.713,111960,3217,"False",100,"HTR75L-specific-RF","Beef-specific-0"
522,-1,"Beef","specific","dim0_1",0,1,"NPOI_1","-",23.3333333333,0.1277310924,34514.792,6406.333,40921.125,0,0,"False",100,"NPOI_1-dim0_1--","Beef-specific-0"
523,-1,"Beef","specific","dim0_1_2_3",0,1,"NPOI_1_2_3","-",16.6666666667,0.0588235294,34514.792,13011.141,47525.933,0,0,"False",100,"NPOI_1_2_3-dim0_1_2_3--","Beef-specific-0"
524,-1,"Beef","specific","dim0_2",0,1,"NPOI_2","-",20,0.0666666667,34514.792,6425.357,40940.149,0,0,"False",100,"NPOI_2-dim0_2--","Beef-specific-0"
525,-1,"Beef","specific","dim0_3",0,1,"NPOI_3","-",20,0.0666666667,34514.792,5978.792,40493.584,0,0,"False",100,"NPOI_3-dim0_3--","Beef-specific-0"
526,1643092828,"Beef","specific","specific",0,1,"RL","NN",53.3333361149,0.5384614468,21506,8322.345,29828.345,11220,1513,"False",100,"RL-specific-NN","Beef-specific-0"
527,1643092828,"Beef","specific","specific",0,1,"RL","RF",53.3333333333,0,21506,883.568,22389.568,11220,1513,"False",100,"RL-specific-RF","Beef-specific-0"
528,1658585742,"Beef","specific","specific",0,1,"U","NN",60.0000023842,0.6086955667,15521,8156.508,23677.508,18515,3719,"False",100,"U-specific-NN","Beef-specific-0"
529,1658585742,"Beef","specific","specific",0,1,"U","RF",50,0,15521,901.418,16422.418,18515,3719,"False",100,"U-specific-RF","Beef-specific-0"
530,1643093410,"BeetleFly","specific","specific",0,1,"HL","NN",80.0000011921,0.8000000119,55503,8923.998,64426.998,81360,4875,"False",100,"HL-specific-NN","BeetleFly-specific-0"
531,1643093410,"BeetleFly","specific","specific",0,1,"HL","RF",80,0,55503,880.719,56383.719,81360,4875,"False",100,"HL-specific-RF","BeetleFly-specific-0"
536,1643093470,"BeetleFly","specific","specific",0,1,"HpL","NN",89.9999976158,0.8999999166,46073,8820.226,54893.226,24576,3587,"False",100,"HpL-specific-NN","BeetleFly-specific-0"
537,1643093470,"BeetleFly","specific","specific",0,1,"HpL","RF",85,0,46073,896.291,46969.291,24576,3587,"False",100,"HpL-specific-RF","BeetleFly-specific-0"
538,1643093629,"BeetleFly","specific","specific",0,1,"HpTR50L","NN",94.9999988079,0.9499999285,48098,8820.549,56918.549,26548,3610,"False",100,"HpTR50L-specific-NN","BeetleFly-specific-0"
539,1643093629,"BeetleFly","specific","specific",0,1,"HpTR50L","RF",95,0,48098,894.927,48992.927,26548,3610,"False",100,"HpTR50L-specific-RF","BeetleFly-specific-0"
540,1643093763,"BeetleFly","specific","specific",0,1,"HpTR75L","NN",94.9999988079,0.9499999285,48447,8877.338,57324.338,26215,3574,"False",100,"HpTR75L-specific-NN","BeetleFly-specific-0"
541,1643093763,"BeetleFly","specific","specific",0,1,"HpTR75L","RF",80,0,48447,893.912,49340.912,26215,3574,"False",100,"HpTR75L-specific-RF","BeetleFly-specific-0"
532,1643093567,"BeetleFly","specific","specific",0,1,"HTR50L","NN",80.0000011921,0.8000000119,55673,8955.378,64628.378,81360,4848,"False",100,"HTR50L-specific-NN","BeetleFly-specific-0"
533,1643093567,"BeetleFly","specific","specific",0,1,"HTR50L","RF",90,0,55673,880.828,56553.828,81360,4848,"False",100,"HTR50L-specific-RF","BeetleFly-specific-0"
534,1643093700,"BeetleFly","specific","specific",0,1,"HTR75L","NN",80.0000011921,0.8000000119,56595,8961.693,65556.693,81360,4848,"False",100,"HTR75L-specific-NN","BeetleFly-specific-0"
535,1643093700,"BeetleFly","specific","specific",0,1,"HTR75L","RF",90,0,56595,881.357,57476.357,81360,4848,"False",100,"HTR75L-specific-RF","BeetleFly-specific-0"
546,-1,"BeetleFly","specific","dim0_1",0,1,"NPOI_1","-",50,0.3333333333,16367.234,4738.788,21106.022,0,0,"False",100,"NPOI_1-dim0_1--","BeetleFly-specific-0"
547,-1,"BeetleFly","specific","dim0_1_2_3",0,1,"NPOI_1_2_3","-",50,0.3333333333,16367.234,8673.518,25040.752,0,0,"False",100,"NPOI_1_2_3-dim0_1_2_3--","BeetleFly-specific-0"
548,-1,"BeetleFly","specific","dim0_2",0,1,"NPOI_2","-",50,0.3333333333,16367.234,5630.464,21997.698,0,0,"False",100,"NPOI_2-dim0_2--","BeetleFly-specific-0"
549,-1,"BeetleFly","specific","dim0_3",0,1,"NPOI_3","-",50,0.3333333333,16367.234,4865.024,21232.258,0,0,"False",100,"NPOI_3-dim0_3--","BeetleFly-specific-0"
550,1643093342,"BeetleFly","specific","specific",0,1,"RL","NN",85.0000023842,0.8499999642,19606,8286.423,27892.423,8140,1686,"False",100,"RL-specific-NN","BeetleFly-specific-0"
551,1643093342,"BeetleFly","specific","specific",0,1,"RL","RF",85,0,19606,893.19,20499.19,8140,1686,"False",100,"RL-specific-RF","BeetleFly-specific-0"
552,1658585770,"BeetleFly","specific","specific",0,1,"U","NN",89.9999976158,0.8999999166,14373,8449.522,22822.522,18427,5840,"False",100,"U-specific-NN","BeetleFly-specific-0"
553,1658585770,"BeetleFly","specific","specific",0,1,"U","RF",90,0,14373,889.959,15262.959,18427,5840,"False",100,"U-specific-RF","BeetleFly-specific-0"
554,1643093953,"BirdChicken","specific","specific",0,1,"HL","NN",89.9999976158,0.8999999166,51132,8970.363,60102.363,81360,4835,"False",100,"HL-specific-NN","BirdChicken-specific-0"
555,1643093953,"BirdChicken","specific","specific",0,1,"HL","RF",90,0,51132,884.763,52016.763,81360,4835,"False",100,"HL-specific-RF","BirdChicken-specific-0"
560,1643094010,"BirdChicken","specific","specific",0,1,"HpL","NN",89.9999976158,0.8999999166,42294,8885.554,51179.554,25226,3521,"False",100,"HpL-specific-NN","BirdChicken-specific-0"
561,1643094010,"BirdChicken","specific","specific",0,1,"HpL","RF",90,0,42294,889.531,43183.531,25226,3521,"False",100,"HpL-specific-RF","BirdChicken-specific-0"
562,1643094161,"BirdChicken","specific","specific",0,1,"HpTR50L","NN",89.9999976158,0.8999999166,44788,8826.557,53614.557,26572,3673,"False",100,"HpTR50L-specific-NN","BirdChicken-specific-0"
563,1643094161,"BirdChicken","specific","specific",0,1,"HpTR50L","RF",80,0,44788,894.921,45682.921,26572,3673,"False",100,"HpTR50L-specific-RF","BirdChicken-specific-0"
564,1643094286,"BirdChicken","specific","specific",0,1,"HpTR75L","NN",89.9999976158,0.8999999166,43848,8820.169,52668.169,26269,3580,"False",100,"HpTR75L-specific-NN","BirdChicken-specific-0"
565,1643094286,"BirdChicken","specific","specific",0,1,"HpTR75L","RF",85,0,43848,892.943,44740.943,26269,3580,"False",100,"HpTR75L-specific-RF","BirdChicken-specific-0"
556,1643094102,"BirdChicken","specific","specific",0,1,"HTR50L","NN",80.0000011921,0.8000000119,51047,8921.881,59968.881,81360,4823,"False",100,"HTR50L-specific-NN","BirdChicken-specific-0"
557,1643094102,"BirdChicken","specific","specific",0,1,"HTR50L","RF",85,0,51047,881.69,51928.69,81360,4823,"False",100,"HTR50L-specific-RF","BirdChicken-specific-0"
558,1643094228,"BirdChicken","specific","specific",0,1,"HTR75L","NN",89.9999976158,0.8999999166,52832,8942.28,61774.28,81360,4823,"False",100,"HTR75L-specific-NN","BirdChicken-specific-0"
559,1643094228,"BirdChicken","specific","specific",0,1,"HTR75L","RF",85,0,52832,883.895,53715.895,81360,4823,"False",100,"HTR75L-specific-RF","BirdChicken-specific-0"
570,-1,"BirdChicken","specific","dim0_1",0,1,"NPOI_1","-",50,0.3333333333,17574.008,5400.651,22974.659,0,0,"False",100,"NPOI_1-dim0_1--","BirdChicken-specific-0"
571,-1,"BirdChicken","specific","dim0_1_2_3",0,1,"NPOI_1_2_3","-",50,0.3333333333,17574.008,8133.243,25707.251,0,0,"False",100,"NPOI_1_2_3-dim0_1_2_3--","BirdChicken-specific-0"
572,-1,"BirdChicken","specific","dim0_2",0,1,"NPOI_2","-",50,0.3333333333,17574.008,5728.82,23302.828,0,0,"False",100,"NPOI_2-dim0_2--","BirdChicken-specific-0"
573,-1,"BirdChicken","specific","dim0_3",0,1,"NPOI_3","-",50,0.3333333333,17574.008,5114.995,22689.003,0,0,"False",100,"NPOI_3-dim0_3--","BirdChicken-specific-0"
574,1643093890,"BirdChicken","specific","specific",0,1,"RL","NN",89.9999976158,0.8999999166,18187,7766.755,25953.755,8140,1787,"False",100,"RL-specific-NN","BirdChicken-specific-0"
575,1643093890,"BirdChicken","specific","specific",0,1,"RL","RF",90,0,18187,885.34,19072.34,8140,1787,"False",100,"RL-specific-RF","BirdChicken-specific-0"
576,1658585797,"BirdChicken","specific","specific",0,1,"U","NN",75,0.7499999404,14190,8482.435,22672.435,19435,6098,"False",100,"U-specific-NN","BirdChicken-specific-0"
577,1658585797,"BirdChicken","specific","specific",0,1,"U","RF",90,0,14190,885.585,15075.585,19435,6098,"False",100,"U-specific-RF","BirdChicken-specific-0"
462,1643092551,"BME","specific","specific",0,1,"HL","NN",45.3333348036,0.4265733957,5325,8856.783,14181.783,22590,964,"False",100,"HL-specific-NN","BME-specific-0"
463,1643092551,"BME","specific","specific",0,1,"HL","RF",48,0,5325,880.715,6205.715,22590,964,"False",100,"HL-specific-RF","BME-specific-0"
468,1643092568,"BME","specific","specific",0,1,"HpL","NN",45.3333348036,0.4350876808,4044,8869.069,12913.069,5902,851,"False",100,"HpL-specific-NN","BME-specific-0"
469,1643092568,"BME","specific","specific",0,1,"HpL","RF",48,0,4044,881.601,4925.601,5902,851,"False",100,"HpL-specific-RF","BME-specific-0"
470,1643092626,"BME","specific","specific",0,1,"HpTR50L","NN",52.6666641235,0.5103447437,5246,8830.174,14076.174,8214,1117,"False",100,"HpTR50L-specific-NN","BME-specific-0"
471,1643092626,"BME","specific","specific",0,1,"HpTR50L","RF",57.3333333333,0,5246,881.666,6127.666,8214,1117,"False",100,"HpTR50L-specific-RF","BME-specific-0"
472,1643092660,"BME","specific","specific",0,1,"HpTR75L","NN",48.6666679382,0.4709897041,4327,8809.86,13136.86,6289,904,"False",100,"HpTR75L-specific-NN","BME-specific-0"
473,1643092660,"BME","specific","specific",0,1,"HpTR75L","RF",48,0,4327,879.52,5206.52,6289,904,"False",100,"HpTR75L-specific-RF","BME-specific-0"
464,1643092608,"BME","specific","specific",0,1,"HTR50L","NN",46.6666668653,0.449826926,5174,8799.481,13973.481,22590,995,"False",100,"HTR50L-specific-NN","BME-specific-0"
465,1643092608,"BME","specific","specific",0,1,"HTR50L","RF",54,0,5174,883.978,6057.978,22590,995,"False",100,"HTR50L-specific-RF","BME-specific-0"
466,1643092643,"BME","specific","specific",0,1,"HTR75L","NN",44.6666657925,0.428070128,5205,8824.692,14029.692,22590,968,"False",100,"HTR75L-specific-NN","BME-specific-0"
467,1643092643,"BME","specific","specific",0,1,"HTR75L","RF",48.6666666667,0,5205,881.088,6086.088,22590,968,"False",100,"HTR75L-specific-RF","BME-specific-0"
478,-1,"BME","specific","dim0_1",0,1,"NPOI_1","-",39.3333333333,0.392244791,10223.242,5615.14,15838.382,0,0,"False",100,"NPOI_1-dim0_1--","BME-specific-0"
479,-1,"BME","specific","dim0_1_2_3",0,1,"NPOI_1_2_3","-",45.3333333333,0.4516832385,10223.242,9227.201,19450.443,0,0,"False",100,"NPOI_1_2_3-dim0_1_2_3--","BME-specific-0"
480,-1,"BME","specific","dim0_2",0,1,"NPOI_2","-",38.6666666667,0.3666780431,10223.242,4831.709,15054.951,0,0,"False",100,"NPOI_2-dim0_2--","BME-specific-0"
481,-1,"BME","specific","dim0_3",0,1,"NPOI_3","-",42,0.3488372093,10223.242,7915.617,18138.859,0,0,"False",100,"NPOI_3-dim0_3--","BME-specific-0"
482,1643092534,"BME","specific","specific",0,1,"RL","NN",50.6666660309,0.5154638886,3954,8791.611,12745.611,2280,581,"False",100,"RL-specific-NN","BME-specific-0"
483,1643092534,"BME","specific","specific",0,1,"RL","RF",50.6666666667,0,3954,883.409,4837.409,2280,581,"False",100,"RL-specific-RF","BME-specific-0"
484,1658585714,"BME","specific","specific",0,1,"U","NN",47.9999989271,0.4705882072,7235,8868.618,16103.618,6734,2005,"False",100,"U-specific-NN","BME-specific-0"
485,1658585714,"BME","specific","specific",0,1,"U","RF",52.6666666667,0,7235,883.021,8118.021,6734,2005,"False",100,"U-specific-RF","BME-specific-0"
721,1643095774,"Car","specific","specific",0,1,"HL","NN",58.3333313465,0.5714285374,348753,11681.955,360434.955,275280,11451,"False",100,"HL-specific-NN","Car-specific-0"
722,1643095774,"Car","specific","specific",0,1,"HL","RF",60,0,348753,899.02,349652.02,275280,11451,"False",100,"HL-specific-RF","Car-specific-0"
727,1643096027,"Car","specific","specific",0,1,"HpL","NN",64.9999976158,0.6666666269,233240,11656.412,244896.412,90674,10593,"False",100,"HpL-specific-NN","Car-specific-0"
728,1643096027,"Car","specific","specific",0,1,"HpL","RF",61.6666666667,0,233240,931.476,234171.476,90674,10593,"False",100,"HpL-specific-RF","Car-specific-0"
729,1643096757,"Car","specific","specific",0,1,"HpTR50L","NN",71.6666638851,0.7304347157,245490,11563.911,257053.911,97568,10857,"False",100,"HpTR50L-specific-NN","Car-specific-0"
730,1643096757,"Car","specific","specific",0,1,"HpTR50L","RF",65,0,245490,910.648,246400.648,97568,10857,"False",100,"HpTR50L-specific-RF","Car-specific-0"
731,1643097406,"Car","specific","specific",0,1,"HpTR75L","NN",71.6666638851,0.7130434513,241479,11530.814,253009.814,96181,10805,"False",100,"HpTR75L-specific-NN","Car-specific-0"
732,1643097406,"Car","specific","specific",0,1,"HpTR75L","RF",63.3333333333,0,241479,896.408,242375.408,96181,10805,"False",100,"HpTR75L-specific-RF","Car-specific-0"
723,1643096490,"Car","specific","specific",0,1,"HTR50L","NN",64.9999976158,0.6608694792,366919,11698.139,378617.139,275280,11387,"False",100,"HTR50L-specific-NN","Car-specific-0"
724,1643096490,"Car","specific","specific",0,1,"HTR50L","RF",66.6666666667,0,366919,898.965,367817.965,275280,11387,"False",100,"HTR50L-specific-RF","Car-specific-0"
725,1643097144,"Car","specific","specific",0,1,"HTR75L","NN",66.6666686535,0.6545454264,366529,11695.575,378224.575,275280,11387,"False",100,"HTR75L-specific-NN","Car-specific-0"
726,1643097144,"Car","specific","specific",0,1,"HTR75L","RF",66.6666666667,0,366529,897.081,367426.081,275280,11387,"False",100,"HTR75L-specific-RF","Car-specific-0"
737,-1,"Car","specific","dim0_1",0,1,"NPOI_1","-",25,0.1993184955,208427.404,15367.888,223795.292,0,0,"False",100,"NPOI_1-dim0_1--","Car-specific-0"
738,-1,"Car","specific","dim0_1_2_3",0,1,"NPOI_1_2_3","-",30,0.2351973684,208427.404,67545.642,275973.046,0,0,"False",100,"NPOI_1_2_3-dim0_1_2_3--","Car-specific-0"
739,-1,"Car","specific","dim0_2",0,1,"NPOI_2","-",23.3333333333,0.0945945946,208427.404,15486.557,223913.961,0,0,"False",100,"NPOI_2-dim0_2--","Car-specific-0"
740,-1,"Car","specific","dim0_3",0,1,"NPOI_3","-",23.3333333333,0.0945945946,208427.404,14976.132,223403.536,0,0,"False",100,"NPOI_3-dim0_3--","Car-specific-0"
741,1643095410,"Car","specific","specific",0,1,"RL","NN",66.6666686535,0.6610168219,115842,9092.814,124934.814,27540,4257,"False",100,"RL-specific-NN","Car-specific-0"
742,1643095410,"Car","specific","specific",0,1,"RL","RF",66.6666666667,0,115842,883.172,116725.172,27540,4257,"False",100,"RL-specific-RF","Car-specific-0"
743,1658585948,"Car","specific","specific",0,1,"U","NN",60.0000023842,0.5999999642,86730,11685.771,98415.771,48510,11281,"False",100,"U-specific-NN","Car-specific-0"
744,1658585948,"Car","specific","specific",0,1,"U","RF",56.6666666667,0,86730,899.776,87629.776,48510,11281,"False",100,"U-specific-RF","Car-specific-0"
697,1643094516,"CBF","specific","specific",0,1,"HL","NN",60.1111114025,0.603063941,19000,11579.966,30579.966,22590,1734,"False",100,"HL-specific-NN","CBF-specific-0"
698,1643094516,"CBF","specific","specific",0,1,"HL","RF",57.5555555556,0,19000,909.917,19909.917,22590,1734,"False",100,"HL-specific-RF","CBF-specific-0"
703,1643094549,"CBF","specific","specific",0,1,"HpL","NN",60.3333353996,0.6033124328,15733,10508.49,26241.49,6924,1275,"False",100,"HpL-specific-NN","CBF-specific-0"
