"#","timestamp","dataset","subset","subsubset","run","random","method","model","metric:accuracy","metric:f1_score","metric:runtime","metric:clstime","metric:totaltime","metric:candidates","metric:movelets","error","metric:accuracyTop5","name","key"
886,-1,"Cricket","specific","specific",0,1,"HTR50L","NN",90.2777791023,0.9027777314,604800009,15499.316,604815508.316,52085187,44810,"True",100,"HTR50L-specific-NN","Cricket-specific-0"
887,-1,"Cricket","specific","specific",0,1,"HTR50L","RF",91.6666666667,0,604800009,1073.009,604801082.009,52085187,44810,"True",98.6111111111,"HTR50L-specific-RF","Cricket-specific-0"
888,-1,"Cricket","specific","specific",0,1,"HTR75L","NN",88.8888895512,0.8888888359,604800007,14385.894,604814392.894,50732325,43709,"True",100,"HTR75L-specific-NN","Cricket-specific-0"
889,-1,"Cricket","specific","specific",0,1,"HTR75L","RF",91.6666666667,0,604800007,1036.333,604801043.333,50732325,43709,"True",98.6111111111,"HTR75L-specific-RF","Cricket-specific-0"
896,-1,"Cricket","specific","dim5_1",0,1,"NPOI_1","-",16.6666666667,0.1452380952,1010699.751,18179.058,1028878.809,0,0,"False",44.4444444444,"NPOI_1-dim5_1--","Cricket-specific-0"
897,-1,"Cricket","specific","dim5_1_2_3",0,1,"NPOI_1_2_3","-",22.2222222222,0.2133116883,1010699.751,208186.758,1218886.509,0,0,"False",58.3333333333,"NPOI_1_2_3-dim5_1_2_3--","Cricket-specific-0"
898,-1,"Cricket","specific","dim5_2",0,1,"NPOI_2","-",18.0555555556,0.1704786563,1010699.751,42642.091,1053341.842,0,0,"False",52.7777777778,"NPOI_2-dim5_2--","Cricket-specific-0"
899,-1,"Cricket","specific","dim5_3",0,1,"NPOI_3","-",18.0555555556,0.1722943723,1010699.751,54098.246,1064797.997,0,0,"False",51.3888888889,"NPOI_3-dim5_3--","Cricket-specific-0"
900,1647786609,"Cricket","specific","specific",0,1,"RL","NN",97.2222208977,0.9722221494,236426721,15445.463,236442166.463,7305552,50795,"False",100,"RL-specific-NN","Cricket-specific-0"
901,1647786609,"Cricket","specific","specific",0,1,"RL","RF",97.2222222222,0,236426721,1056.585,236427777.585,7305552,50795,"False",100,"RL-specific-RF","Cricket-specific-0"
902,1658658001,"Cricket","specific","specific",0,1,"U","NN",93.0555582047,0.9503545761,12199373,13485.634,12212858.634,1157437,71323,"False",97.2222208977,"U-specific-NN","Cricket-specific-0"
903,1658658001,"Cricket","specific","specific",0,1,"U","RF",93.0555555556,0,12199373,1119.291,12200492.291,1157437,71323,"False",100,"U-specific-RF","Cricket-specific-0"
904,1644665304,"CricketX","specific","specific",0,1,"HL","NN",25.3846168518,0.1788234264,4806537,51270.784,4857807.784,810810,24577,"False",67.1794891357,"HL-specific-NN","CricketX-specific-0"
905,1644665304,"CricketX","specific","specific",0,1,"HL","RF",20.2564102564,0,4806537,1699.523,4808236.523,810810,24577,"False",59.4871794872,"HL-specific-RF","CricketX-specific-0"
910,1644668167,"CricketX","specific","specific",0,1,"HpL","NN",24.6153846383,0.1833249927,2758644,49897.607,2808541.607,313715,23787,"False",63.8461530209,"HpL-specific-NN","CricketX-specific-0"
911,1644668167,"CricketX","specific","specific",0,1,"HpL","RF",24.8717948718,0,2758644,1565.264,2760209.264,313715,23787,"False",67.1794871795,"HpL-specific-RF","CricketX-specific-0"
912,1644677966,"CricketX","specific","specific",0,1,"HpTR50L","NN",40.2564108372,0.3398802876,3131309,51412.533,3182721.533,345226,25026,"False",75.3846168518,"HpTR50L-specific-NN","CricketX-specific-0"
913,1644677966,"CricketX","specific","specific",0,1,"HpTR50L","RF",36.6666666667,0,3131309,1624.438,3132933.438,345226,25026,"False",79.4871794872,"HpTR50L-specific-RF","CricketX-specific-0"
914,1644686593,"CricketX","specific","specific",0,1,"HpTR75L","NN",33.5897445679,0.2979571223,2940786,51465.393,2992251.393,338202,24810,"False",73.0769217014,"HpTR75L-specific-NN","CricketX-specific-0"
915,1644686593,"CricketX","specific","specific",0,1,"HpTR75L","RF",35.641025641,0,2940786,1581.876,2942367.876,338202,24810,"False",75.3846153846,"HpTR75L-specific-RF","CricketX-specific-0"
906,1644674728,"CricketX","specific","specific",0,1,"HTR50L","NN",31.5384626389,0.2167747915,5525013,52122,5577135,810810,24894,"False",74.1025626659,"HTR50L-specific-NN","CricketX-specific-0"
907,1644674728,"CricketX","specific","specific",0,1,"HTR50L","RF",30.5128205128,0,5525013,1916.941,5526929.941,810810,24894,"False",72.0512820513,"HTR50L-specific-RF","CricketX-specific-0"
908,1644683546,"CricketX","specific","specific",0,1,"HTR75L","NN",30.5128216743,0.2195201218,5471353,51327.796,5522680.796,810810,24885,"False",66.9230759144,"HTR75L-specific-NN","CricketX-specific-0"
909,1644683546,"CricketX","specific","specific",0,1,"HTR75L","RF",27.4358974359,0,5471353,1560.733,5472913.733,810810,24885,"False",72.3076923077,"HTR75L-specific-RF","CricketX-specific-0"
920,-1,"CricketX","specific","dim0_1",0,1,"NPOI_1","-",8.2051282051,0.0326129652,3156847.598,516886.056,3673733.654,0,0,"False",37.9487179487,"NPOI_1-dim0_1--","CricketX-specific-0"
921,-1,"CricketX","specific","dim0_1_2_3",0,1,"NPOI_1_2_3","-",6.6666666667,0.0234057945,3156847.598,4980886.8,8137734.398,0,0,"False",37.4358974359,"NPOI_1_2_3-dim0_1_2_3--","CricketX-specific-0"
922,-1,"CricketX","specific","dim0_2",0,1,"NPOI_2","-",6.9230769231,0.0107913669,3156847.598,480694.16,3637541.758,0,0,"False",37.6923076923,"NPOI_2-dim0_2--","CricketX-specific-0"
923,-1,"CricketX","specific","dim0_3",0,1,"NPOI_3","-",7.6923076923,0.0119047619,3156847.598,499565.355,3656412.953,0,0,"False",38.2051282051,"NPOI_3-dim0_3--","CricketX-specific-0"
924,1644660452,"CricketX","specific","specific",0,1,"RL","NN",44.3589746952,0.4146704674,995226,27426.825,1022652.825,81120,8386,"False",85.1282060146,"RL-specific-NN","CricketX-specific-0"
925,1644660452,"CricketX","specific","specific",0,1,"RL","RF",40.5128205128,0,995226,1270.919,996496.919,81120,8386,"False",83.3333333333,"RL-specific-RF","CricketX-specific-0"
926,1659204129,"CricketX","specific","specific",0,1,"U","NN",25.3846168518,0.2242683172,930712,34362.06,965074.06,133234,15022,"False",65.3846144676,"U-specific-NN","CricketX-specific-0"
927,1659204129,"CricketX","specific","specific",0,1,"U","RF",31.0256410256,0,930712,1699.96,932411.96,133234,15022,"False",66.1538461538,"U-specific-RF","CricketX-specific-0"
928,1644706143,"CricketY","specific","specific",0,1,"HL","NN",31.0256421566,0.2287562191,4550940,49976.591,4600916.591,810810,24709,"False",77.6923060417,"HL-specific-NN","CricketY-specific-0"
929,1644706143,"CricketY","specific","specific",0,1,"HL","RF",25.1282051282,0,4550940,1595.628,4552535.628,810810,24709,"False",74.8717948718,"HL-specific-RF","CricketY-specific-0"
934,1644708888,"CricketY","specific","specific",0,1,"HpL","NN",29.743590951,0.1633021832,2642430,50697.568,2693127.568,316296,24380,"False",75.6410241127,"HpL-specific-NN","CricketY-specific-0"
935,1644708888,"CricketY","specific","specific",0,1,"HpL","RF",25.1282051282,0,2642430,1696.261,2644126.261,316296,24380,"False",76.4102564103,"HpL-specific-RF","CricketY-specific-0"
936,1644718019,"CricketY","specific","specific",0,1,"HpTR50L","NN",39.2307698727,0.3120566905,2874153,52666.19,2926819.19,345711,25594,"False",81.7948698997,"HpTR50L-specific-NN","CricketY-specific-0"
937,1644718019,"CricketY","specific","specific",0,1,"HpTR50L","RF",40.2564102564,0,2874153,1610.083,2875763.083,345711,25594,"False",80.7692307692,"HpTR50L-specific-RF","CricketY-specific-0"
938,1644726137,"CricketY","specific","specific",0,1,"HpTR75L","NN",34.8717957735,0.2630392909,2801057,52553.563,2853610.563,340353,25350,"False",81.7948698997,"HpTR75L-specific-NN","CricketY-specific-0"
939,1644726137,"CricketY","specific","specific",0,1,"HpTR75L","RF",35.3846153846,0,2801057,1591.544,2802648.544,340353,25350,"False",80.7692307692,"HpTR75L-specific-RF","CricketY-specific-0"
930,1644715038,"CricketY","specific","specific",0,1,"HTR50L","NN",36.6666674614,0.252507925,5119002,51769.311,5170771.311,810810,25170,"False",79.4871807098,"HTR50L-specific-NN","CricketY-specific-0"
931,1644715038,"CricketY","specific","specific",0,1,"HTR50L","RF",36.9230769231,0,5119002,1607.511,5120609.511,810810,25170,"False",83.5897435897,"HTR50L-specific-RF","CricketY-specific-0"
932,1644723228,"CricketY","specific","specific",0,1,"HTR75L","NN",35.3846162558,0.2497398406,5100334,51252.608,5151586.608,810810,25173,"False",78.9743602276,"HTR75L-specific-NN","CricketY-specific-0"
933,1644723228,"CricketY","specific","specific",0,1,"HTR75L","RF",31.5384615385,0,5100334,1611.968,5101945.968,810810,25173,"False",80,"HTR75L-specific-RF","CricketY-specific-0"
944,-1,"CricketY","specific","dim0_1",0,1,"NPOI_1","-",8.7179487179,0.0301481947,3135096.192,601551.605,3736647.797,0,0,"False",42.0512820513,"NPOI_1-dim0_1--","CricketY-specific-0"
945,-1,"CricketY","specific","dim0_1_2_3",0,1,"NPOI_1_2_3","-",9.2307692308,0.0482932123,3135096.192,4892176.811,8027273.003,0,0,"False",41.5384615385,"NPOI_1_2_3-dim0_1_2_3--","CricketY-specific-0"
946,-1,"CricketY","specific","dim0_2",0,1,"NPOI_2","-",8.4615384615,0.0130023641,3135096.192,458048.402,3593144.594,0,0,"False",41.5384615385,"NPOI_2-dim0_2--","CricketY-specific-0"
947,-1,"CricketY","specific","dim0_3",0,1,"NPOI_3","-",8.4615384615,0.0130023641,3135096.192,510752.498,3645848.69,0,0,"False",39.7435897436,"NPOI_3-dim0_3--","CricketY-specific-0"
948,1644701544,"CricketY","specific","specific",0,1,"RL","NN",45.1282054186,0.390321672,1002168,29438.374,1031606.374,81120,8687,"False",87.4358952045,"RL-specific-NN","CricketY-specific-0"
949,1644701544,"CricketY","specific","specific",0,1,"RL","RF",42.8205128205,0,1002168,1300.114,1003468.114,81120,8687,"False",83.5897435897,"RL-specific-RF","CricketY-specific-0"
950,1659205134,"CricketY","specific","specific",0,1,"U","NN",25.8974373341,0.1886052191,939715,34691.729,974406.729,133839,15506,"False",71.794873476,"U-specific-NN","CricketY-specific-0"
951,1659205134,"CricketY","specific","specific",0,1,"U","RF",21.5384615385,0,939715,1399.828,941114.828,133839,15506,"False",70.2564102564,"U-specific-RF","CricketY-specific-0"
952,1644746600,"CricketZ","specific","specific",0,1,"HL","NN",23.8461539149,0.1737606525,4902582,49889.641,4952471.641,810810,24310,"False",68.9743578434,"HL-specific-NN","CricketZ-specific-0"
953,1644746600,"CricketZ","specific","specific",0,1,"HL","RF",21.5384615385,0,4902582,1590.122,4904172.122,810810,24310,"False",63.5897435897,"HL-specific-RF","CricketZ-specific-0"
958,1644749553,"CricketZ","specific","specific",0,1,"HpL","NN",24.6153846383,0.1694771647,2850847,49956.573,2900803.573,315239,23882,"False",74.3589758873,"HpL-specific-NN","CricketZ-specific-0"
959,1644749553,"CricketZ","specific","specific",0,1,"HpL","RF",23.8461538462,0,2850847,1663.295,2852510.295,315239,23882,"False",67.1794871795,"HpL-specific-RF","CricketZ-specific-0"
960,1644759334,"CricketZ","specific","specific",0,1,"HpTR50L","NN",40.2564108372,0.322089076,3061535,50403.233,3111938.233,345359,24871,"False",82.0512831211,"HpTR50L-specific-NN","CricketZ-specific-0"
961,1644759334,"CricketZ","specific","specific",0,1,"HpTR50L","RF",38.2051282051,0,3061535,1581.788,3063116.788,345359,24871,"False",81.0256410256,"HpTR50L-specific-RF","CricketZ-specific-0"
962,1644768185,"CricketZ","specific","specific",0,1,"HpTR75L","NN",35.6410264969,0.2126937807,3003539,51556.164,3055095.164,338878,24727,"False",79.4871807098,"HpTR75L-specific-NN","CricketZ-specific-0"
963,1644768185,"CricketZ","specific","specific",0,1,"HpTR75L","RF",31.2820512821,0,3003539,1568.693,3005107.693,338878,24727,"False",75.641025641,"HpTR75L-specific-RF","CricketZ-specific-0"
954,1644756164,"CricketZ","specific","specific",0,1,"HTR50L","NN",32.5641036034,0.2325189412,5580457,52063.07,5632520.07,810810,24741,"False",77.9487192631,"HTR50L-specific-NN","CricketZ-specific-0"
955,1644756164,"CricketZ","specific","specific",0,1,"HTR50L","RF",29.2307692308,0,5580457,1631.926,5582088.926,810810,24741,"False",71.5384615385,"HTR50L-specific-RF","CricketZ-specific-0"
956,1644765074,"CricketZ","specific","specific",0,1,"HTR75L","NN",27.9487192631,0.1876438856,5636772,52856.649,5689628.649,810810,24737,"False",78.7179470062,"HTR75L-specific-NN","CricketZ-specific-0"
957,1644765074,"CricketZ","specific","specific",0,1,"HTR75L","RF",25.641025641,0,5636772,1799.009,5638571.009,810810,24737,"False",68.9743589744,"HTR75L-specific-RF","CricketZ-specific-0"
968,-1,"CricketZ","specific","dim0_1",0,1,"NPOI_1","-",7.6923076923,0.0325095948,3113497.908,504696.701,3618194.609,0,0,"False",40.7692307692,"NPOI_1-dim0_1--","CricketZ-specific-0"
969,-1,"CricketZ","specific","dim0_1_2_3",0,1,"NPOI_1_2_3","-",8.7179487179,0.0272661205,3113497.908,5559757.189,8673255.097,0,0,"False",39.4871794872,"NPOI_1_2_3-dim0_1_2_3--","CricketZ-specific-0"
970,-1,"CricketZ","specific","dim0_2",0,1,"NPOI_2","-",8.4615384615,0.0130023641,3113497.908,564190.634,3677688.542,0,0,"False",39.2307692308,"NPOI_2-dim0_2--","CricketZ-specific-0"
971,-1,"CricketZ","specific","dim0_3",0,1,"NPOI_3","-",6.1538461538,0.0096618357,3113497.908,473373.381,3586871.289,0,0,"False",36.9230769231,"NPOI_3-dim0_3--","CricketZ-specific-0"
972,1644741651,"CricketZ","specific","specific",0,1,"RL","NN",43.5897439718,0.4190670848,988225,27160.453,1015385.453,81120,8479,"False",84.8717927933,"RL-specific-NN","CricketZ-specific-0"
973,1644741651,"CricketZ","specific","specific",0,1,"RL","RF",40.5128205128,0,988225,1266.614,989491.614,81120,8479,"False",83.8461538462,"RL-specific-RF","CricketZ-specific-0"
974,1659206154,"CricketZ","specific","specific",0,1,"U","NN",23.3333334327,0.1916785836,956040,33123.405,989163.405,133252,14996,"False",66.1538481712,"U-specific-NN","CricketZ-specific-0"
975,1659206154,"CricketZ","specific","specific",0,1,"U","RF",22.5641025641,0,956040,1407.454,957447.454,133252,14996,"False",63.8461538462,"U-specific-RF","CricketZ-specific-0"
976,1669133865,"DiatomSizeReduction","specific","specific",0,1,"HL","NN",73.5294103622,0.7315955162,17073,9452.235,26525.235,38304,1827,"False",100,"HL-specific-NN","DiatomSizeReduction-specific-0"
977,1669133865,"DiatomSizeReduction","specific","specific",0,1,"HL","RF",73.8562091503,0,17073,892.559,17965.559,38304,1827,"False",100,"HL-specific-RF","DiatomSizeReduction-specific-0"
982,1669133890,"DiatomSizeReduction","specific","specific",0,1,"HpL","NN",72.87581563,0.7272241116,9842,8887.514,18729.514,3690,828,"False",100,"HpL-specific-NN","DiatomSizeReduction-specific-0"
983,1669133890,"DiatomSizeReduction","specific","specific",0,1,"HpL","RF",83.3333333333,0,9842,883.925,10725.925,3690,828,"False",100,"HpL-specific-RF","DiatomSizeReduction-specific-0"
984,1669133948,"DiatomSizeReduction","specific","specific",0,1,"HpTR50L","NN",78.1045734882,0.7856305838,10949,8960.613,19909.613,5107,817,"False",100,"HpTR50L-specific-NN","DiatomSizeReduction-specific-0"
985,1669133948,"DiatomSizeReduction","specific","specific",0,1,"HpTR50L","RF",87.5816993464,0,10949,882.79,11831.79,5107,817,"False",100,"HpTR50L-specific-RF","DiatomSizeReduction-specific-0"
986,1669134008,"DiatomSizeReduction","specific","specific",0,1,"HpTR75L","NN",75.4901945591,0.7491723895,11345,8968.928,20313.928,4925,826,"False",100,"HpTR75L-specific-NN","DiatomSizeReduction-specific-0"
987,1669134008,"DiatomSizeReduction","specific","specific",0,1,"HpTR75L","RF",78.1045751634,0,11345,883.479,12228.479,4925,826,"False",100,"HpTR75L-specific-RF","DiatomSizeReduction-specific-0"
978,1669133923,"DiatomSizeReduction","specific","specific",0,1,"HTR50L","NN",72.549021244,0.7127190828,19208,9452.14,28660.14,38304,1839,"False",100,"HTR50L-specific-NN","DiatomSizeReduction-specific-0"
979,1669133923,"DiatomSizeReduction","specific","specific",0,1,"HTR50L","RF",73.2026143791,0,19208,892.618,20100.618,38304,1839,"False",100,"HTR50L-specific-RF","DiatomSizeReduction-specific-0"
980,1669133982,"DiatomSizeReduction","specific","specific",0,1,"HTR75L","NN",71.5686261654,0.7058744431,19964,9499.545,29463.545,38304,1839,"False",100,"HTR75L-specific-NN","DiatomSizeReduction-specific-0"
981,1669133982,"DiatomSizeReduction","specific","specific",0,1,"HTR75L","RF",73.2026143791,0,19964,886.151,20850.151,38304,1839,"False",100,"HTR75L-specific-RF","DiatomSizeReduction-specific-0"
988,-1,"DiatomSizeReduction","specific","dim0_1",0,1,"NPOI_1","-",31.6993464052,0.1528844045,66599.506,9154.619,75754.125,0,0,"False",100,"NPOI_1-dim0_1--","DiatomSizeReduction-specific-0"
989,-1,"DiatomSizeReduction","specific","dim0_1_2_3",0,1,"NPOI_1_2_3","-",31.6993464052,0.1527118376,66599.506,24518.48,91117.986,0,0,"False",100,"NPOI_1_2_3-dim0_1_2_3--","DiatomSizeReduction-specific-0"
990,-1,"DiatomSizeReduction","specific","dim0_2",0,1,"NPOI_2","-",30.0653594771,0.1155778894,66599.506,5956.482,72555.988,0,0,"False",100,"NPOI_2-dim0_2--","DiatomSizeReduction-specific-0"
991,-1,"DiatomSizeReduction","specific","dim0_3",0,1,"NPOI_3","-",30.0653594771,0.1155778894,66599.506,5958.571,72558.077,0,0,"False",100,"NPOI_3-dim0_3--","DiatomSizeReduction-specific-0"
992,1669133835,"DiatomSizeReduction","specific","specific",0,1,"RL","NN",85.2941155434,0.845377326,14101,8895.414,22996.414,4560,723,"False",100,"RL-specific-NN","DiatomSizeReduction-specific-0"
993,1669133835,"DiatomSizeReduction","specific","specific",0,1,"RL","RF",89.2156862745,0,14101,887.201,14988.201,4560,723,"False",100,"RL-specific-RF","DiatomSizeReduction-specific-0"
994,1669133805,"DiatomSizeReduction","specific","specific",0,1,"U","NN",73.5294103622,0.7227857113,20193,9447.56,29640.56,8188,1965,"False",100,"U-specific-NN","DiatomSizeReduction-specific-0"
995,1669133805,"DiatomSizeReduction","specific","specific",0,1,"U","RF",88.5620915033,0,20193,1353.851,21546.851,8188,1965,"False",100,"U-specific-RF","DiatomSizeReduction-specific-0"
996,1669135467,"DistalPhalanxOutlineAgeGroup","specific","specific",0,1,"HL","NN",61.1510813236,0.6115107536,353623,27539.624,381162.624,186000,14452,"False",100,"HL-specific-NN","DistalPhalanxOutlineAgeGroup-specific-0"
997,1669135467,"DistalPhalanxOutlineAgeGroup","specific","specific",0,1,"HL","RF",71.9424460432,0,353623,1146.644,354769.644,186000,14452,"False",100,"HL-specific-RF","DistalPhalanxOutlineAgeGroup-specific-0"
1002,1669135696,"DistalPhalanxOutlineAgeGroup","specific","specific",0,1,"HpL","NN",71.2230205536,0.7122301459,179994,18615.405,198609.405,50354,8589,"False",100,"HpL-specific-NN","DistalPhalanxOutlineAgeGroup-specific-0"
1003,1669135696,"DistalPhalanxOutlineAgeGroup","specific","specific",0,1,"HpL","RF",71.9424460432,0,179994,1019.508,181013.508,50354,8589,"False",100,"HpL-specific-RF","DistalPhalanxOutlineAgeGroup-specific-0"
1004,1669136823,"DistalPhalanxOutlineAgeGroup","specific","specific",0,1,"HpTR50L","NN",72.661870718,0.7266186476,257289,23368.418,280657.418,66854,9949,"False",100,"HpTR50L-specific-NN","DistalPhalanxOutlineAgeGroup-specific-0"
1005,1669136823,"DistalPhalanxOutlineAgeGroup","specific","specific",0,1,"HpTR50L","RF",73.381294964,0,257289,1008.738,258297.738,66854,9949,"False",100,"HpTR50L-specific-RF","DistalPhalanxOutlineAgeGroup-specific-0"
1006,1669137858,"DistalPhalanxOutlineAgeGroup","specific","specific",0,1,"HpTR75L","NN",71.942448616,0.719424367,252738,21880.841,274618.841,65534,9830,"False",100,"HpTR75L-specific-NN","DistalPhalanxOutlineAgeGroup-specific-0"
1007,1669137858,"DistalPhalanxOutlineAgeGroup","specific","specific",0,1,"HpTR75L","RF",73.381294964,0,252738,1056.139,253794.139,65534,9830,"False",100,"HpTR75L-specific-RF","DistalPhalanxOutlineAgeGroup-specific-0"
998,1669136526,"DistalPhalanxOutlineAgeGroup","specific","specific",0,1,"HTR50L","NN",74.8201429844,0.7482013702,798300,23314.059,821614.059,186000,11016,"False",100,"HTR50L-specific-NN","DistalPhalanxOutlineAgeGroup-specific-0"
999,1669136526,"DistalPhalanxOutlineAgeGroup","specific","specific",0,1,"HTR50L","RF",71.2230215827,0,798300,1015.556,799315.556,186000,11016,"False",100,"HTR50L-specific-RF","DistalPhalanxOutlineAgeGroup-specific-0"
1000,1669137565,"DistalPhalanxOutlineAgeGroup","specific","specific",0,1,"HTR75L","NN",71.2230205536,0.7122301459,703047,23415.053,726462.053,186000,10952,"False",100,"HTR75L-specific-NN","DistalPhalanxOutlineAgeGroup-specific-0"
1001,1669137565,"DistalPhalanxOutlineAgeGroup","specific","specific",0,1,"HTR75L","RF",69.0647482014,0,703047,1073.483,704120.483,186000,10952,"False",100,"HTR75L-specific-RF","DistalPhalanxOutlineAgeGroup-specific-0"
1008,-1,"DistalPhalanxOutlineAgeGroup","specific","dim0_1",0,1,"NPOI_1","-",46.7625899281,0.2124183007,201468.811,31583.771,233052.582,0,0,"False",100,"NPOI_1-dim0_1--","DistalPhalanxOutlineAgeGroup-specific-0"
1009,-1,"DistalPhalanxOutlineAgeGroup","specific","dim0_1_2_3",0,1,"NPOI_1_2_3","-",47.4820143885,0.2245758073,201468.811,139989.4,341458.211,0,0,"False",100,"NPOI_1_2_3-dim0_1_2_3--","DistalPhalanxOutlineAgeGroup-specific-0"
1010,-1,"DistalPhalanxOutlineAgeGroup","specific","dim0_2",0,1,"NPOI_2","-",46.7625899281,0.2124183007,201468.811,28508.007,229976.818,0,0,"False",100,"NPOI_2-dim0_2--","DistalPhalanxOutlineAgeGroup-specific-0"
1011,-1,"DistalPhalanxOutlineAgeGroup","specific","dim0_3",0,1,"NPOI_3","-",46.7625899281,0.2124183007,201468.811,28018.038,229486.849,0,0,"False",100,"NPOI_3-dim0_3--","DistalPhalanxOutlineAgeGroup-specific-0"
1012,1669135090,"DistalPhalanxOutlineAgeGroup","specific","specific",0,1,"RL","NN",74.1007208824,0.7410071492,161868,14575.861,176443.861,18800,5475,"False",100,"RL-specific-NN","DistalPhalanxOutlineAgeGroup-specific-0"
1013,1669135090,"DistalPhalanxOutlineAgeGroup","specific","specific",0,1,"RL","RF",73.381294964,0,161868,1002.817,162870.817,18800,5475,"False",100,"RL-specific-RF","DistalPhalanxOutlineAgeGroup-specific-0"
1014,1669134864,"DistalPhalanxOutlineAgeGroup","specific","specific",0,1,"U","NN",68.3453261852,0.6715328097,400762,32893.469,433655.469,67100,18749,"False",100,"U-specific-NN","DistalPhalanxOutlineAgeGroup-specific-0"
1015,1669134864,"DistalPhalanxOutlineAgeGroup","specific","specific",0,1,"U","RF",71.2230215827,0,400762,1152.604,401914.604,67100,18749,"False",100,"U-specific-RF","DistalPhalanxOutlineAgeGroup-specific-0"
1016,1669141874,"DistalPhalanxOutlineCorrect","specific","specific",0,1,"HL","NN",67.0289874077,0.6746052504,675602,46877.921,722479.921,279000,22563,"False",100,"HL-specific-NN","DistalPhalanxOutlineCorrect-specific-0"
1017,1669141874,"DistalPhalanxOutlineCorrect","specific","specific",0,1,"HL","RF",67.3913043478,0,675602,1442.778,677044.778,279000,22563,"False",100,"HL-specific-RF","DistalPhalanxOutlineCorrect-specific-0"
1022,1669142416,"DistalPhalanxOutlineCorrect","specific","specific",0,1,"HpL","NN",73.5507249832,0.731842041,440368,32127.441,472495.441,70384,14103,"False",100,"HpL-specific-NN","DistalPhalanxOutlineCorrect-specific-0"
1023,1669142416,"DistalPhalanxOutlineCorrect","specific","specific",0,1,"HpL","RF",71.0144927536,0,440368,1288.574,441656.574,70384,14103,"False",100,"HpL-specific-RF","DistalPhalanxOutlineCorrect-specific-0"
1024,1669144901,"DistalPhalanxOutlineCorrect","specific","specific",0,1,"HpTR50L","NN",74.6376812458,0.7556579113,668444,38723.033,707167.033,102661,17722,"False",100,"HpTR50L-specific-NN","DistalPhalanxOutlineCorrect-specific-0"
1025,1669144901,"DistalPhalanxOutlineCorrect","specific","specific",0,1,"HpTR50L","RF",73.1884057971,0,668444,1319.259,669763.259,102661,17722,"False",100,"HpTR50L-specific-RF","DistalPhalanxOutlineCorrect-specific-0"
1026,1669147129,"DistalPhalanxOutlineCorrect","specific","specific",0,1,"HpTR75L","NN",72.8260874748,0.7349998951,640146,38888.03,679034.03,98224,16985,"False",100,"HpTR75L-specific-NN","DistalPhalanxOutlineCorrect-specific-0"
1027,1669147129,"DistalPhalanxOutlineCorrect","specific","specific",0,1,"HpTR75L","RF",71.3768115942,0,640146,1621.756,641767.756,98224,16985,"False",100,"HpTR75L-specific-RF","DistalPhalanxOutlineCorrect-specific-0"
1018,1669144147,"DistalPhalanxOutlineCorrect","specific","specific",0,1,"HTR50L","NN",76.0869562626,0.7615789175,1669121,41042.31,1710163.31,279000,18234,"False",100,"HTR50L-specific-NN","DistalPhalanxOutlineCorrect-specific-0"
1019,1669144147,"DistalPhalanxOutlineCorrect","specific","specific",0,1,"HTR50L","RF",78.6231884058,0,1669121,1315.421,1670436.421,279000,18234,"False",100,"HTR50L-specific-RF","DistalPhalanxOutlineCorrect-specific-0"
1020,1669146404,"DistalPhalanxOutlineCorrect","specific","specific",0,1,"HTR75L","NN",75.3623187542,0.7565789223,1421934,39378.835,1461312.835,279000,18545,"False",100,"HTR75L-specific-NN","DistalPhalanxOutlineCorrect-specific-0"
1021,1669146404,"DistalPhalanxOutlineCorrect","specific","specific",0,1,"HTR75L","RF",77.1739130435,0,1421934,1298.148,1423232.148,279000,18545,"False",100,"HTR75L-specific-RF","DistalPhalanxOutlineCorrect-specific-0"
1028,-1,"DistalPhalanxOutlineCorrect","specific","dim0_1",0,1,"NPOI_1","-",58.3333333333,0.3763631005,543225.258,77300.877,620526.135,0,0,"False",100,"NPOI_1-dim0_1--","DistalPhalanxOutlineCorrect-specific-0"
1029,-1,"DistalPhalanxOutlineCorrect","specific","dim0_1_2_3",0,1,"NPOI_1_2_3","-",58.3333333333,0.3684210526,543225.258,527677.516,1070902.774,0,0,"False",100,"NPOI_1_2_3-dim0_1_2_3--","DistalPhalanxOutlineCorrect-specific-0"
1030,-1,"DistalPhalanxOutlineCorrect","specific","dim0_2",0,1,"NPOI_2","-",58.3333333333,0.3684210526,543225.258,78112.616,621337.874,0,0,"False",100,"NPOI_2-dim0_2--","DistalPhalanxOutlineCorrect-specific-0"
1031,-1,"DistalPhalanxOutlineCorrect","specific","dim0_3",0,1,"NPOI_3","-",58.3333333333,0.3684210526,543225.258,78305.665,621530.923,0,0,"False",100,"NPOI_3-dim0_3--","DistalPhalanxOutlineCorrect-specific-0"
1032,1669141158,"DistalPhalanxOutlineCorrect","specific","specific",0,1,"RL","NN",78.2608687878,0.7847367525,441795,22890.572,464685.572,28200,8372,"False",100,"RL-specific-NN","DistalPhalanxOutlineCorrect-specific-0"
1033,1669141158,"DistalPhalanxOutlineCorrect","specific","specific",0,1,"RL","RF",75.7246376812,0,441795,1137.506,442932.506,28200,8372,"False",100,"RL-specific-RF","DistalPhalanxOutlineCorrect-specific-0"
1034,1669140579,"DistalPhalanxOutlineCorrect","specific","specific",0,1,"U","NN",72.4637687206,0.7284209728,1367061,59674.014,1426735.014,95333,29809,"False",100,"U-specific-NN","DistalPhalanxOutlineCorrect-specific-0"
