ID,SMILES,standardized_smiles
Target175,O=S(=O)(O)c1nc2ccccc2s1,O=S(=O)(O)c1nc2ccccc2s1
Target176,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1
Target177,C12(C(N(Cc3ccc(c4c(c5[nH]nnn5)cccc4)cc3)C(=N1)CCCC)=O)CCCC2,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
Target178,C1=CC=C(C=C1)C2=NC3=C(N2)C=CC(=C3)S(=O)(=O)O,O=S(=O)(O)c1ccc2[nH]c(-c3ccccc3)nc2c1
Target179,CCCCCCCCCCCCc1ccccc1S(O)(=O)=O,CCCCCCCCCCCCc1ccccc1S(=O)(=O)O
Target18,OCCCC(O)=O,O=C(O)CCCO
Target180,CN1CCCC1=O,CN1CCCC1=O
Target181,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC
Target182,O=C1NS(=O)(=O)c2ccccc12,O=C1NS(=O)(=O)c2ccccc21
Target183,CC[N+]1(CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC)[O-],CC[N+]1([O-])CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC
Target184,CC(=O)OC1=CC=CC=C1C(=O)O,CC(=O)Oc1ccccc1C(=O)O
Target185,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)NC=N2,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O
Target186,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1
Target187,CC[N+](CC)(CC(=O)NC1=C(C=CC=C1C)C)[O-],CC[N+]([O-])(CC)CC(=O)Nc1c(C)cccc1C
Target188,CC(=O)OC1CN2CCC1CC2,CC(=O)OC1CN2CCC1CC2
Target189,C1C[N+](CCN1C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl)(CCOCC(=O)O)[O-],O=C(O)COCC[N+]1([O-])CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
Target19,N1(c2c(cccc2)C=Cc2c1cccc2)C(N)=O,NC(=O)N1c2ccccc2C=Cc2ccccc21
Target190,CCCCc1nc(Cl)c(CO)n1Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
Target191,O=c1[nH]c2ccccc2s1,O=c1[nH]c2ccccc2s1
Target192,CC1=CC=C(C=C1)S(=O)(=O)N,Cc1ccc(S(N)(=O)=O)cc1
Target193,CCOS(O)(=O)=O,CCOS(=O)(=O)O
Target194,Cn1cnc2n(C)c(=O)[nH]c(=O)c12,Cn1cnc2c1c(=O)[nH]c(=O)n2C
Target195,N#Cc1ccc2c(c1)COC2(CCC[N+](C)(C)[O-])c1ccc(cc1)F,C[N+](C)([O-])CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
Target197,CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1
Target198,CCC/C(=N\OCC)/C1=C(CC(CC1=O)CC(C)SCC)O,CCC/C(=N\OCC)C1=C(O)CC(CC(C)SCC)CC1=O
Target199,c1(ccc(cc1)NC(C)=O)S(Nc1cc(C)on1)(=O)=O,CC(=O)Nc1ccc(S(=O)(=O)Nc2cc(C)on2)cc1
Target2,COCCOCCOC,COCCOCCOC
Target20,Cl-c(ccc1)c(Cl)c1-c(nnc2N)c(n2)N,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1
Target200,CN1[C@@H](CCC1=O)C2=CN=CC=C2,CN1C(=O)CC[C@H]1c1cccnc1
Target202,CN1N(C(=O)C=C1C)C2=CC=CC=C2,Cc1cc(=O)n(-c2ccccc2)n1C
Target204,C1(C(CNC)CCCC1)(O)c2cc(O)ccc2,CNCC1CCCCC1(O)c1cccc(O)c1
Target206,FC1(F)Oc2cccc(c2O1)c3c[nH]cc3C#N,N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2
Target21,NC(=O)N1c2ccccc2CC(=O)c2ccccc12,NC(=O)N1c2ccccc2CC(=O)c2ccccc21
Target216,C1=NNC2=C1C(=NC=N2)O,Oc1ncnc2[nH]ncc12
Target217,COC(=O)C(N1CCc2sccc2C1)c1ccccc1Cl,COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1
Target22,CCCCCCCCCCCCCC[N+](C)(C)[O-],CCCCCCCCCCCCCC[N+](C)(C)[O-]
Target222,OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
Target223,O=C(/N=C(N)N)N,NC(=O)N=C(N)N
Target224,COC=C(C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,COC=C(C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1
Target225,CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
Target226,Cl-c(ncc1CN(CC2)C(N2)=NN(=O)=O)cc1,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1
Target227,c1(c(ccc(c1)NC(N(C)C)=O)Cl)Cl,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1
Target228,CCOP(=O)(OCC)OCC,CCOP(=O)(OCC)OCC
Target229,CCOc1nc2cccc(C(O)=O)c2n1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
Target23,C1=CC=C2C(=C1)NN=N2,c1ccc2[nH]nnc2c1
Target230,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1
Target235,CN1COCN(Cc2cnc(Cl)s2)C1=N[N+]([O-])=O,CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-]
Target236,C[C@]12CC[C@@H]3[C@H]4CC[C@H](C[C@@H]4CC[C@H]3[C@@H]1CCC2=O)O,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@@H]43)[C@@H]1CCC2=O
Target237,NS(=O)(=O)c1cc(C(O)=O)c(NCc2ccco2)cc1Cl,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl
Target238,CC[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C)O,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
Target24,CCCCOC(=O)c1ccccc1C(=O)OCCCC,CCCCOC(=O)c1ccccc1C(=O)OCCCC
Target240,CC(=O)CCCCn1c(=O)n(C)c2ncn(C)c2c1=O,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O
Target241,CC(CC1=CNC2=CC=CC=C21)N,CC(N)Cc1c[nH]c2ccccc12
Target244,NC12CC3CC(CC(C3)C1)C2,NC12CC3CC(CC(C3)C1)C2
Target245,OC2(c1cc(O)ccc1)CCCCC2CN(C)C,CN(C)CC1CCCCC1(O)c1cccc(O)c1
Target246,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1
Target247,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)/C=C(CC3=CC=CS3)/C(=O)O,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1
Target248,CS(=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1
Target249,Cc1cccc(C)c1NC(=O)c1cc(c(Cl)cc1O)S(N)(=O)=O,Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O
Target25,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1
Target250,Cn1cnc2n(C)c(=O)n(CCCC(O)=O)c(=O)c12,Cn1cnc2c1c(=O)n(CCCC(=O)O)c(=O)n2C
Target251,C1CC[N+]2(C1)C3CCC2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O,O=C(OC1CC2CCC(C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1
Target253,C1C(C2=CC=CC=C2N(C3=CC=CC=C31)C(=O)N)O,NC(=O)N1c2ccccc2CC(O)c2ccccc21
Target254,C[C@]12CC[C@@H]3c4ccc(c(c4CC[C@H]3[C@@H]1CCC2=O)O)O,C[C@]12CC[C@@H]3c4ccc(O)c(O)c4CC[C@H]3[C@@H]1CCC2=O
Target255,[H][C@@]12CC[C@H](O)[C@@]1(C)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H],C[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O
Target257,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C
Target26,CCCCC(CC)COC(=O)C(=C(C1=CC=CC=C1)C2=CC=CC=C2)C#N,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1
Target260,CC(CC1=CC=CC=C1OC)NC,CNC(C)Cc1ccccc1OC
Target261,c1(nc(nc(n1)SC)NCC)NC(C)(C)C,CCNc1nc(NC(C)(C)C)nc(SC)n1
Target262,CN1c2ccc(Cl)cc2C(=NCC1=O)c1ccccc1,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
Target263,c1ccc(c(c1)C2=NCc3cnc(n3-c4c2cc(cc4)Cl)CO)F,OCc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2
Target264,C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S+]([O-])C(F)(F)F
Target265,C[N+](C)(CCC(c1ccccc1)c2ccccn2)[O-],C[N+](C)([O-])CCC(c1ccccc1)c1ccccn1
Target266,CNc1c(C)n(C)n(-c2ccccc2)c1=O,CNc1c(C)n(C)n(-c2ccccc2)c1=O
Target269,CN(C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O,CN(C)CCC=C1c2ccccc2COc2ccc(CC(=O)O)cc21
Target27,c1(nc(nc(n1)O)NCC)NC(C)C,CCNc1nc(O)nc(NC(C)C)n1
Target270,c1(c(cccc1)C(O)=O)Nc1c(c(ccc1)C)C,Cc1cccc(Nc2ccccc2C(=O)O)c1C
Target271,O=S(=O)(c2c(Nc1cc(ccc1)C)ccnc2)NC(=O)NC(C)C,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1
Target272,Fc1cc(c(F)cc1F)C[C@@H](N)CC(=O)N3Cc2nnc(n2CC3)C(F)(F)F,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F
Target273,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
Target274,CC1=CC(=O)C[C@@H]2CCC3C4CCC(O)C4(C)CCC3C12C,CC1=CC(=O)C[C@@H]2CCC3C4CCC(O)C4(C)CCC3C12C
Target275,COc1ccccc1OCC(O)COC(N)=O,COc1ccccc1OCC(O)COC(N)=O
Target276,Cc1ccc(cc1)N(CC1=NCCN1)c1cccc(O)c1,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1
Target28,Nc1cnn(-c2ccccc2)c(=O)c1Cl,Nc1cnn(-c2ccccc2)c(=O)c1Cl
Target282,O=C(C(c1ccccc1)c1ccccc1)C1C(=O)c2ccccc2C1=O,O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccccc1
Target284,Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1,Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1
Target285,C1=CC=C2C(=C1)N=NN2Cl,Cln1nnc2ccccc21
Target286,COCC(=O)N([C@H](C)C(=O)OC)c1c(C)cccc1C,COCC(=O)N(c1c(C)cccc1C)[C@H](C)C(=O)OC
Target287,c1ccc(c(c1)C2=NCC(=O)Nc3c2cc(cc3)Cl)F,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1
Target288,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1
Target289,CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)COc1c(C)cccc1C)Cc1ccccc1,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O
Target29,c1(nc(nc(n1)Cl)NCC)NC(C)C,CCNc1nc(Cl)nc(NC(C)C)n1
Target290,C[C@H]1CC(=O)C[C@@H]2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]12C,C[C@H]1CC(=O)C[C@@H]2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@]21C
Target291,OC1N=C(c2ccccn2)c2cc(Br)ccc2N=C1O,OC1=Nc2ccc(Br)cc2C(c2ccccn2)=NC1O
Target292,c1(C(NCCc2ccc(OC(C(O)=O)(C)C)cc2)=O)ccc(Cl)cc1,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O
Target293,CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
Target294,CCOC(=O)N1CCC(CC1)=C1c2ccc(Cl)cc2CCc2cccnc12,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1
Target295,CCN(CC)CCSCC(=O)O[C@@H]1C[C@@]([C@H]([C@@H]([C@@]23CC[C@H]([C@@]1([C@@H]2C(=O)CC3)C)C)C)O)(C)C=C,C=C[C@]1(C)C[C@@H](OC(=O)CSCCN(CC)CC)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O
Target296,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2COC3C2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc(N)cc1
Target297,CC(C)C(NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](CC(O)[C@H](CC2=CC=CC=C2)NC(=O)OCC3=CN=CS3)CC4=CC=CC=C4,CC(C)c1nc(CN(C)C(=O)NC(C(=O)N[C@@H](Cc2ccccc2)CC(O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1
Target298,On1nnc2ccccc12,On1nnc2ccccc21
Target299,Cc1ccc(cc1)-c1cc(nn1-c1ccc(cc1)S(N)(=O)=O)C(F)(F)F,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
Target3,c1(C(N(CC)CC)=O)cc(C)ccc1,CCN(CC)C(=O)c1cccc(C)c1
Target30,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
Target300,FC(F)(F)c2cc(Cl)c(n1nc(C#N)c(SC(F)(F)F)c1N)c(Cl)c2,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1SC(F)(F)F
Target301,CN(C(=O)NC1=CC=C(C=C1)Cl)OC,CON(C)C(=O)Nc1ccc(Cl)cc1
Target302,CCCCCN1C=C(C2=CC=CC=C21)C(=O)N3CCN(CC3)C,CCCCCn1cc(C(=O)N2CCN(C)CC2)c2ccccc21
Target303,Cc1c(Nc2ncccc2C(O)=O)cccc1C(F)(F)F,Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F
Target304,c1(c(cc(Cl)cc1)C)OCC(O)=O,Cc1cc(Cl)ccc1OCC(=O)O
Target305,CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1
Target306,c1ccc(c(c1)c2ccc(cc2)Cl)NC(=O)c3cccnc3Cl,O=C(Nc1ccccc1-c1ccc(Cl)cc1)c1cccnc1Cl
Target309,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,CC(C)Cc1ccc(C(C)C(=O)O)cc1
Target31,C(C(C(F)(F)S(=O)(=O)O)(F)F)(C(F)(F)F)(F)F,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
Target313,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
Target32,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
Target325,OC2(C(c1ccc(OC)cc1)CN)CCCCC2,COc1ccc(C(CN)C2(O)CCCCC2)cc1
Target327,COC1=CC2=C(C=C1)N(C(=O)C3=CC=C(Cl)C=C3)C(C)=C2CC(O)=O,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
Target328,C1=CC=C2C(=C1)N=C(S2)N,Nc1nc2ccccc2s1
Target33,CN1CCN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21
Target332,C1=CC=C(C=C1)C(CN)O,NCC(O)c1ccccc1
Target333,Clc2ncc(CN1CCNC1=O)cc2,O=C1NCCN1Cc1ccc(Cl)nc1
Target335,CNCCCC(C#N)(C(C)C)c1ccc(OC)c(OC)c1,CNCCCC(C#N)(c1ccc(OC)c(OC)c1)C(C)C
Target336,CCOP(=S)(OCC)Oc1cc(C)nc(n1)C(C)C,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1
Target338,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1
Target34,NC(=O)N2c1ccccc1C4OC4c3ccccc23,NC(=O)N1c2ccccc2C2OC2c2ccccc21
Target342,CO\C=C(\C(O)=O)C1=CC=CC=C1OC1=CC(OC2=CC=CC=C2C#N)=NC=N1,CO/C=C(/C(=O)O)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1
Target343,C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F
Target346,c1cc(ccc1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
Target347,Oc1ccc(cc1N(=O)=O)N(=O)=O,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1
Target348,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
Target349,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
Target35,Cc1ccc2[nH]nnc2c1,Cc1ccc2[nH]nnc2c1
Target350,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
Target351,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1
Target352,O=S(=O)(N)c1c(Cl)ccc(c1)C2(O)c3ccccc3C(=O)N2,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl
Target353,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
Target354,O=[S](=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
Target356,CCCS(=O)(=O)c1ccc2nc(N=C(O)OC)[nH]c2c1,CCCS(=O)(=O)c1ccc2nc(N=C(O)OC)[nH]c2c1
Target357,CS(=O)(=O)Nc1ccc(cc1Oc1ccccc1)[N+]([O-])=O,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1
Target358,CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1,CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1
Target359,C1(=N)NC(=N)NC(=N)N1,N=c1[nH]c(=N)[nH]c(=N)[nH]1
Target36,n(c(nc1NC(C)C)O)c(n1)NC(C)C,CC(C)Nc1nc(O)nc(NC(C)C)n1
Target360,ClC(=C(C=N1)N)C(=O)N1C,Cn1ncc(N)c(Cl)c1=O
Target361,CCCC(C(=O)C1=CC=CC=C1)N2CCCC2,CCCC(C(=O)c1ccccc1)N1CCCC1
Target362,CCC1(CCC(=O)NC1=O)c2ccc(cc2)N,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O
Target363,CC(N1CCCC1)C(=O)c1ccc2OCOc2c1,CC(C(=O)c1ccc2c(c1)OCO2)N1CCCC1
Target364,CN(C)CCN(Cc1ccccc1)c1ccccn1,CN(C)CCN(Cc1ccccc1)c1ccccn1
Target365,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1
Target366,CCCOc1ccc(cc1)C(=O)CCN1CCCCC1,CCCOc1ccc(C(=O)CCN2CCCCC2)cc1
Target367,CC(C)NCC(O)COc1cccc2cc(oc12)C(C)=O,CC(=O)c1cc2cccc(OCC(O)CNC(C)C)c2o1
Target368,ClCC(=O)N(CCOCC)C(=C(C)C)c1ccccc1,CCOCCN(C(=O)CCl)C(=C(C)C)c1ccccc1
Target369,C1CC1C#C[C@]2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1
Target370,CCN(CC)CCOCCOC(=O)C1(CCCC1)c1ccccc1,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1
Target371,CCN(CC)C(=O)N[C@@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
Target372,CN1CC2CC1CN2C3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)C5CC5)F,CN1CC2CC1CN2c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1
Target373,CCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CCl,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
Target374,Clc1ccc(s1)C(=O)NCC1CN(C(=O)O1)c1ccc(cc1)N1CCOCC1=O,O=C(NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1
Target375,FC(F)(F)c1cccc(c1)N1CC(CCl)C(Cl)C1=O,O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1
Target376,CC(O)C(=O)NC1=C(I)C(C(=O)NC(CO)CO)=C(I)C(C(=O)NC(CO)CO)=C1I,CC(O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I
Target377,CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1
Target378,C1=CC=C2C(=C1)NC(=N2)C3=CC=CO3,c1coc(-c2nc3ccccc3[nH]2)c1
Target39,Cc1nnc(SCC2=C(N3C(SC2)C(NC(=O)Cn2cnnn2)C3=O)C(O)=O)s1,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1
Target391,c1nc(cs1)-c1nc2ccccc2[nH]1,c1ccc2[nH]c(-c3cscn3)nc2c1
Target4,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,CC(COc1ccccc1)N(CCCl)Cc1ccccc1
Target40,c1(S(Nc2nc(cc(n2)C)C)(=O)=O)ccc(N)cc1,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1
Target401,Oc1ccc(cc1)C1(OC(=O)c2ccccc12)c1ccc(O)cc1,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
Target402,[nH]1c2c(cccc2)c2c1nccc2,c1ccc2c(c1)[nH]c1ncccc12
Target405,OC(=O)c1ccccc1C(=O)Nc1ccc(cc1)S(=O)(=O)Nc1nccs1,O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
Target406,CC(C)Oc1ccccc1OC(=O)NC,CNC(=O)Oc1ccccc1OC(C)C
Target41,c1(S(Nc2cc(C)on2)(=O)=O)ccc(N)cc1,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1
Target410,CC(=O)NC[C@H]1CN(C(=O)O1)c1ccc(N2CCOCC2)c(F)c1,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1
Target411,CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2OC(=O)c1ccccc1,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OC(=O)c3ccccc3)CCC12
Target42,C1CN2C(CN1)c1ccccc1Cc1cccnc21,c1ccc2c(c1)Cc1cccnc1N1CCNCC21
Target422,OC(=O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
Target43,CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)O,CN1C2CCC1C(C(=O)O)C(OC(=O)c1ccccc1)C2
